uf,municipality,ibge_code,year,arena_votes,mdb_votes,blank_votes,null_votes,total_votes,electorate,appointed_mayor
MG,Joaquim Felício,3136405,1972,772,540,28,23,1363,1640,0
MG,Jordânia,3136504,1972,2753,0,50,40,2843,3873,0
MG,Juiz de Fora,3136702,1972,41764,42066,2054,1629,87513,103186,0
MG,Juramento,3136801,1972,3451,0,129,54,3634,4917,0
MG,Juruaia,3136900,1972,1011,0,379,28,1418,1980,0
MG,Ladainha,3137007,1972,2027,0,67,47,2141,2876,0
MG,Lagamar,3137106,1972,1435,0,312,513,2260,3066,0
MG,Lagoa da Prata,3137205,1972,4887,309,84,80,5360,6122,0
MG,Lagoa dos Patos,3137304,1972,572,0,63,2,637,772,0
MG,Lagoa Dourada,3137403,1972,1779,0,627,147,2553,3303,0
MG,Lagoa Formosa,3137502,1972,3525,0,1316,102,4943,6236,0
MG,Lagoa Santa,3137601,1972,2462,1949,172,316,4899,6132,0
MG,Lajinha,3137700,1972,4435,0,62,47,4544,5981,0
MG,Lambari,3137809,1972,NA,NA,NA,NA,NA,5681,1
MG,Lamim,3137908,1972,719,0,144,137,1000,1345,0
MG,Laranjal,3138005,1972,1318,0,416,323,2057,2792,0
MG,Lassance,3138104,1972,1062,0,40,16,1118,1831,0
MG,Lavras,3138203,1972,7547,5952,395,661,14555,18145,0
MG,Leandro Ferreira,3138302,1972,660,684,29,45,1418,1727,0
MG,Leopoldina,3138401,1972,9494,2633,383,495,13005,16265,0
MG,Liberdade,3138500,1972,2052,0,22,14,2088,2624,0
MG,Lima Duarte,3138609,1972,4244,0,112,73,4429,5087,0
MG,Luminárias,3138708,1972,759,83,27,22,1633,1954,0
MG,Luz,3138807,1972,3987,99,79,78,4243,5258,0
MG,Machacalis,3138906,1972,1147,0,632,10,1789,3038,0
MG,Machado,3139003,1972,2439,2884,132,132,5587,6922,0
MG,Madre de Deus de Minas,3139102,1972,465,762,27,22,1276,1602,0
MG,Malacacheta,3139201,1972,2330,0,254,50,2634,5089,0
MG,Manga,3139300,1972,3498,0,104,34,3636,6754,0
MG,Manhuaçu,3139409,1972,12972,0,403,206,13581,18171,0
MG,Manhumirim,3139508,1972,3144,2766,57,145,6112,6698,0
MG,Mantena,3139607,1972,7246,0,2337,199,9782,14277,0
MG,Maravilhas,3139706,1972,848,0,325,77,1250,1625,0
MG,Mar de Espanha,3139805,1972,3400,0,72,63,3535,4287,0
MG,Maria da Fé,3139904,1972,2491,0,322,33,2846,3326,0
MG,Mariana,3140001,1972,7254,0,192,221,7667,10747,0
MG,Marilac,3140100,1972,801,0,430,13,1244,1975,0
MG,Maripá de Minas,3140209,1972,766,0,182,74,1022,1176,0
MG,Marliéria,3140308,1972,652,694,26,31,1403,1683,0
MG,Marmelópolis,3140407,1972,436,350,29,8,823,901,0
MG,Martinho Campos,3140506,1972,3008,0,64,77,3149,3995,0
MG,Materlândia,3140605,1972,1078,0,21,12,1111,1972,0
MG,Mateus Leme,3140704,1972,4144,0,178,179,4501,5184,0
MG,Matias Barbosa,3140803,1972,1660,1265,58,110,3093,3504,0
MG,Matipó,3140902,1972,2381,0,30,26,2437,3601,0
MG,Mato Verde,3141009,1972,3830,0,60,45,3935,4962,0
MG,Matozinhos,3141108,1972,2268,1569,91,157,4085,4183,0
MG,Matutina .,3141207,1972,1218,0,207,70,1495,2088,0
MG,Medeiros,3141306,1972,636,0,248,3,887,1322,0
MG,Medina,3141405,1972,5771,0,92,16,5909,8546,0
MG,Mendes Pimentel,3141504,1972,6365,0,177,42,6584,8930,0
MG,Mercês,3141603,1972,1570,1364,84,119,3137,3737,0
MG,Mesquita,3141702,1972,1669,1350,105,124,3248,4639,0
MG,Minas Novas,3141801,1972,1904,0,411,43,2358,3443,0
MG,Minduri,3141900,1972,932,0,154,40,1126,1537,0
MG,Mirabela,3142007,1972,4676,0,71,19,4766,5644,0
MG,Miradouro,3142106,1972,2646,0,71,39,2756,3660,0
MG,Miraí,3142205,1972,2264,2690,103,142,5199,5902,0
MG,Miravânia,3142254,1972,1168,0,342,359,1869,2560,0
MG,Moeda,3142304,1972,1527,0,40,30,1597,2296,0
MG,Moema,3142403,1972,630,390,23,30,1073,1579,0
MG,Monjolos,3142502,1972,1488,0,44,16,1548,2052,0
MG,Monsenhor Paulo,3142601,1972,2455,0,633,11,3099,5013,0
MG,Montalvânia,3142700,1972,2502,0,1604,100,4206,5360,0
MG,Monte Alegre de Minas,3142809,1972,4563,0,114,44,4721,6966,0
MG,Monte Azul,3142908,1972,3037,0,36,124,3197,3821,0
MG,Monte Belo,3143005,1972,4438,0,514,43,4995,6281,0
MG,Monte Carmelo,3143104,1972,2993,0,1201,133,4327,6067,0
MG,Montes Claros,3143302,1972,25523,0,789,1051,27363,37272,0
MG,Monte Sião,3143401,1972,NA,NA,NA,NA,NA,3040,1
MG,Morada Nova de Minas,3143500,1972,2495,0,58,23,2576,3838,0
MG,Morro do Garça,3143609,1972,744,0,29,27,800,1062,0
MG,Morro do Pilar,3143708,1972,980,0,122,45,1147,1700,0
MG,Munhoz,3143807,1972,2013,0,28,18,2059,2403,0
MG,Muriaé,3143906,1972,18769,0,241,303,19313,24561,0
MG,Mutum,3144003,1972,7571,0,188,86,7845,10303,0
MG,Muzambinho,3144102,1972,3182,0,753,377,4312,5539,0
MG,Nacip Raydan,3144201,1972,944,315,76,52,1387,2058,0
MG,Nanuque,3144300,1972,11449,0,164,76,11689,15582,0
MG,Natércia,3144409,1972,861,0,291,51,1203,1603,0
MG,Nazareno,3144508,1972,843,694,31,21,1589,1959,0
MG,Nepomuceno,3144607,1972,4233,0,111,90,4434,6147,0
MG,Nova Era,3144706,1972,4312,0,94,112,4518,5859,0
MG,Nova Lima,3144805,1972,4912,5705,477,1045,12169,14128,0
MG,Nova Módica,3144904,1972,1916,0,47,16,1979,2306,0
MG,Nova Ponte,3145000,1972,1536,0,599,147,2282,3422,0
MG,Nova Resende,3145109,1972,1669,0,363,181,2213,2555,0
MG,Nova Serrana,3145208,1972,1553,0,672,37,2262,2685,0
MG,Novo Cruzeiro,3145307,1972,3001,0,791,554,4346,5945,0
MG,Olaria,3145406,1972,551,553,26,8,1138,1292,0
MG,Olímpio Noronha,3145505,1972,524,0,74,12,610,736,0
MG,Oliveira,3145604,1972,7529,2089,257,365,10240,14422,0
MG,Oliveira Fortes,3145703,1972,685,0,42,29,756,1050,0
MG,Onça de Pitangui,3145802,1972,924,0,23,18,965,1201,0
MG,Ouro Branco,3145901,1972,673,0,182,672,1527,2818,0
MG,Ouro Fino,3146008,1972,5035,0,1280,99,6414,8374,0
MG,Ouro Preto,3146107,1972,13756,0,603,821,15180,17975,0
MG,Ouro Verde de Minas,3146206,1972,1502,0,25,17,1544,2387,0
MG,Padre Paraíso,3146305,1972,2161,0,73,37,2271,3697,0
MG,Paineiras,3146404,1972,0,1156,681,0,1837,2677,0
MG,Pains,3146503,1972,3017,0,47,55,3119,1227,0
MG,Paiva,3146602,1972,414,411,17,14,856,1138,0
MG,Palma,3146701,1972,2119,0,425,237,2781,4228,0
MG,Papagaios,3146909,1972,3197,0,85,62,3344,3913,0
MG,Paracatu,3147006,1972,4792,4987,235,244,10258,13759,0
MG,Pará de Minas,3147105,1972,10943,0,207,220,11370,13592,0
MG,Paraguaçu,3147204,1972,3915,96,107,125,4243,6025,0
MG,Paraisópolis,3147303,1972,3157,0,958,80,4195,5251,0
MG,Paraopeba,3147402,1972,2208,0,528,52,2788,3502,0
MG,Passabém,3147501,1972,627,0,105,31,763,1101,0
MG,Passa Quatro,3147600,1972,NA,NA,NA,NA,NA,4462,1
MG,Passa Tempo,3147709,1972,2321,56,53,71,2501,3295,0
MG,Passa Vinte,3147808,1972,1227,0,17,6,1250,1497,0
MG,Passos,3147907,1972,8419,8094,237,279,17029,22132,0
MG,Patos de Minas,3148004,1972,10970,8756,440,1012,21178,30087,0
MG,Patrocínio,3148103,1972,NA,NA,NA,NA,NA,15560,1
MG,Patrocínio do Muriaé,3148202,1972,936,345,10,43,1334,2569,0
MG,Paula Cândido,3148301,1972,1582,0,503,17,2102,3053,0
MG,Paulistas,3148400,1972,920,0,430,26,1376,2359,0
MG,Pavão,3148509,1972,2122,0,363,20,2505,3524,0
MG,Peçanha,3148608,1972,2741,0,647,74,3462,5326,0
MG,Pedra Azul,3148707,1972,4760,0,1393,54,6207,10190,0
MG,Pedra do Anta,3148806,1972,1454,0,52,7,1513,2599,0
MG,Pedra do Indaiá,3148905,1972,991,736,24,13,1764,2067,0
MG,Pedra Dourada,3149002,1972,305,0,108,21,434,723,0
MG,Pedralva,3149101,1972,3015,0,67,21,3103,3622,0
MG,Pedrinópolis,3149200,1972,672,0,128,61,861,1167,0
MG,Pedro Leopoldo,3149309,1972,4856,4136,148,386,9526,10617,0
MG,Pedro Teixeira,3149408,1972,217,0,111,5,333,471,0
MG,Pequeri,3149507,1972,915,0,65,7,987,1146,0
MG,Pequi,3149606,1972,582,718,26,13,1339,1732,0
MG,Perdigão,3149705,1972,1022,0,440,34,1496,1731,0
MG,Perdizes,3149804,1972,1725,0,395,11,2131,2755,0
MG,Perdões,3149903,1972,2504,0,599,290,3393,4264,0
MG,Pescador,3150000,1972,1075,0,20,11,1106,1322,0
MG,Piau,3150109,1972,647,739,42,52,1480,1654,0
MG,Piedade de Ponte Nova,3150208,1972,1396,0,44,41,1481,2095,0
MG,Piedade do Rio Grande,3150307,1972,938,0,281,40,1259,1569,0
MG,Piedade dos Gerais,3150406,1972,1426,0,69,56,1551,2024,0
MG,Pimenta,3150505,1972,1385,0,47,73,1505,2022,0
MG,Piracema,3150604,1972,1658,0,47,24,1729,2234,0
MG,Pirajuba,3150703,1972,1156,598,36,25,1815,2821,0
MG,Piranga,3150802,1972,3419,0,1334,253,5006,6750,0
MG,Piranguçu,3150901,1972,901,0,194,13,1108,1394,0
MG,Piranguinho,3151008,1972,1070,619,41,45,1775,2295,0
MG,Pirapetinga,3151107,1972,3093,0,52,41,3186,4282,0
MG,Pirapora,3151206,1972,5108,0,102,75,5285,7082,0
MG,Piraúba,3151305,1972,2007,1357,75,77,3516,4340,0
MG,Pitangui,3151404,1972,4439,797,162,129,5527,6561,0
MG,Piumhi,3151503,1972,3579,2350,109,149,6187,8087,0
MG,Planura,3151602,1972,773,696,36,41,1546,1965,0
MG,Poço Fundo,3151701,1972,3152,0,737,21,3910,4873,0
MG,Poços de Caldas,3151800,1972,NA,NA,NA,NA,NA,21014,1
MG,Pocrane,3151909,1972,4974,0,95,42,5111,7517,0
MG,Pompéu,3152006,1972,3913,2348,202,211,6674,7841,0
MG,Ponte Nova,3152105,1972,13889,0,301,450,14640,20980,0
MG,Porteirinha,3152204,1972,6196,5708,156,510,12570,16781,0
MG,Porto Firme,3152303,1972,2781,0,63,23,2867,3741,0
MG,Poté,3152402,1972,2583,0,54,14,2651,3736,0
MG,Pouso Alegre,3152501,1972,10738,184,191,265,11378,16185,0
MG,Pouso Alto,3152600,1972,1509,0,542,41,2092,2897,0
MG,Prados,3152709,1972,1107,1029,42,53,2231,2550,0
MG,Prata,3152808,1972,5034,0,1154,179,6367,9268,0
MG,Pratápolis,3152907,1972,7221,0,141,127,7489,8255,0
MG,Pratinha,3153004,1972,833,0,165,16,1014,1698,0
MG,Presidente Bernardes,3153103,1972,2294,0,34,17,2345,3071,0
MG,Presidente Juscelino,3153202,1972,809,0,73,70,952,1291,0
MG,Presidente Kubitschek,3153301,1972,534,0,99,14,647,990,0
MG,Presidente Olegário,3153400,1972,2776,0,670,87,3533,4975,0
MG,Presidente Soares,3153509,1972,2129,0,41,37,2207,2453,0
MG,Prudente de Morais,3153608,1972,0,1202,33,58,1293,1313,0
MG,Quartel Geral,3153707,1972,1128,0,19,9,1156,1291,0
MG,Queluzito,3153806,1972,724,0,114,51,889,1104,0
MG,Raposos,3153905,1972,2404,689,87,171,3351,3877,0
MG,Raul Soares,3154002,1972,6129,0,520,3635,10284,16829,0
MG,Recreio,3154101,1972,3425,0,1005,31,4461,5462,0
MG,Resende Costa,3154200,1972,1038,1189,54,112,2393,3157,0
MG,Resplendor,3154309,1972,5406,0,1664,102,7172,11431,0
MG,Ressaquinha,3154408,1972,2198,0,86,68,2352,2645,0
MG,Riacho dos Machados,3154507,1972,1639,0,14,22,1675,2587,0
MG,Ribeirão das Neves,3154606,1972,1754,1159,109,181,3203,3689,0
MG,Ribeirão Vermelho,3154705,1972,1194,0,279,52,1525,1886,0
MG,Rio Acima,3154804,1972,1277,0,248,137,1662,1995,0
MG,Rio Casca,3154903,1972,3768,0,604,251,4623,7019,0
MG,Rio Doce,3155009,1972,956,0,29,34,1019,1675,0
MG,Rio do Prado,3155108,1972,1653,0,333,52,2038,4050,0
MG,Rio Espera,3155207,1972,2521,0,47,26,2594,3844,0
MG,Rio Manso,3155306,1972,1299,0,66,45,1410,1751,0
MG,Rio Novo,3155405,1972,3324,0,91,116,3531,5819,0
MG,Rio Paranaiba,3155504,1972,1583,0,312,24,1919,2822,0
MG,Rio Pardo de Minas,3155603,1972,2542,0,314,313,3169,6436,0
MG,Rio Piracicaba,3155702,1972,2997,0,595,61,3653,4800,0
MG,Rio Pomba,3155801,1972,2124,3507,153,188,5972,7160,0
MG,Rio Preto,3155900,1972,3067,0,75,50,3192,4046,0
MG,Rio Vermelho,3156007,1972,2087,0,74,70,2231,4331,0
MG,Ritápolis,3156106,1972,666,641,49,39,1395,1680,0
MG,Rochedo de Minas,3156205,1972,464,0,149,14,627,828,0
MG,Rodeiro,3156304,1972,1250,0,237,96,1583,2777,0
MG,Romaria,3156403,1972,347,0,190,15,552,710,0
MG,Rubelita,3156502,1972,1557,0,408,7,1972,3895,0
MG,Rubim,3156601,1972,1753,0,301,24,2078,2687,0
MG,Sabará,3156700,1972,5145,2915,497,979,9536,11050,0
MG,Sabinópolis,3156809,1972,1961,0,694,100,2755,4937,0
MG,Sacramento,3156908,1972,4544,1245,83,148,6020,7211,0
MG,Salinas,3157005,1972,6050,0,1051,254,7355,13887,0
MG,Salto da Divisa,3157104,1972,1040,0,183,4,1227,2757,0
MG,Santa Bárbara,3157203,1972,3613,0,1323,79,5015,6404,0
MG,Santa Bárbara do Tugúrio,3157302,1972,1289,0,79,47,1415,1647,0
MG,Santa Cruz do Escalvado,3157401,1972,2264,0,52,67,2383,3709,0
MG,Santa Efigénia de Minas,3157500,1972,971,0,7,14,992,1331,0
MG,Santa Fé de Minas,3157609,1972,949,0,22,12,983,1298,0
MG,Santa Juliana,3157708,1972,1587,0,284,15,1886,2556,0
MG,Santa Luzia,3157807,1972,6910,0,465,518,7893,9896,0
MG,Santa Margarida,3157906,1972,1471,0,592,9,2072,2325,0
MG,Santa Maria de Itabira,3158003,1972,2007,0,354,119,2480,3433,0
MG,Santa Maria do Salto,3158102,1972,750,0,258,3,1011,1424,0
MG,Santa Maria do Suaçui,3158201,1972,6443,0,179,74,6696,8594,0
MG,Santana da Vargem,3158300,1972,773,0,103,3,879,1166,0
MG,Santana de Cataguases,3158409,1972,1655,0,31,14,1700,1895,0
MG,Santana de Pirapama,3158508,1972,1779,702,221,156,2858,3270,0
MG,Santana do Deserto,3158607,1972,771,338,16,51,1176,1348,0
MG,Santana do Garambéu,3158706,1972,468,0,7,2,477,568,0
MG,Santana do Jacaré,3158805,1972,1258,0,22,9,1289,1646,0
MG,Santana do Manhuaçu,3158904,1972,2232,0,79,23,2334,3989,0
MG,Santana do Riacho,3159001,1972,468,516,48,116,1148,1695,0
MG,Santana dos Montes,3159100,1972,1307,0,321,28,1656,2225,0
MG,Santa Rita de Caldas,3159209,1972,2210,0,615,55,2880,3713,0
MG,Santa Rita do Jacutinga,3159308,1972,1181,1097,46,22,2346,2973,0
MG,Santa Rita de Ibitipoca,3159407,1972,1428,0,30,12,1470,1766,0
MG,Santa Rita do Itueto,3159506,1972,1660,0,187,10,1857,2794,0
MG,Santa Rita do Sapucaí,3159605,1972,3203,1611,264,228,5306,6671,0
MG,Santa Rosa da Serra,3159704,1972,709,0,287,24,1020,1479,0
MG,Santa Vitória,3159803,1972,2690,1821,66,101,4678,5785,0
MG,Santo Antônio do Amparo,3159902,1972,2660,0,91,32,2783,3200,0
MG,Santo Antônio do Aventureiro,3160009,1972,1785,0,28,16,1829,2188,0
MG,Santo Antônio do Grama,3160108,1972,1560,0,37,15,1612,2439,0
MG,Santo Antônio do Itambé,3160207,1972,582,0,20,9,611,854,0
MG,Santo Antônio do Jacinto,3160306,1972,2084,0,60,12,2156,2794,0
MG,Santo Antônio do Monte,3160405,1972,2692,1965,112,70,4839,5530,0
MG,Santo Antônio do Rio Abaixo,3160504,1972,389,0,75,55,519,883,0
MG,Santo Hipólito,3160603,1972,0,720,13,9,742,1217,0
MG,Santos Dumont,3160702,1972,6247,4846,244,823,12160,15088,0
MG,São Bento Abade,3160801,1972,349,0,40,5,394,614,0
MG,São Brás do Suaçuí,3160900,1972,294,5,39,44,833,1082,0
MG,São Domingos do Prata,3161007,1972,4455,0,1138,255,5848,7790,0
MG,São Francisco,3161106,1972,12859,135,316,252,13562,15724,0
MG,São Francisco de Paula,3161205,1972,932,0,343,9,1284,2593,0
MG,São Francisco de Sales,3161304,1972,814,0,18,20,852,1040,0
MG,São Francisco do Glória,3161403,1972,1272,0,238,101,1611,2703,0
MG,São Geraldo,3161502,1972,2129,0,56,44,2229,3208,0
MG,São Geraldo da Piedade,3161601,1972,352,330,24,19,725,1170,0
MG,São Gonçalo do Abaeté,3161700,1972,2586,90,44,102,2822,4263,0
MG,São Gonçalo do Pará,3161809,1972,793,846,51,43,1733,2062,0
MG,São Gonçalo do Rio Abaixo,3161908,1972,1092,771,98,55,2016,2344,0
MG,São Gonçalo do Sapucai,3162005,1972,3565,1906,176,85,5732,7438,0
MG,São Gotardo,3162104,1972,3528,0,595,177,4300,6399,0
MG,São João Batista do Glória,3162203,1972,768,0,596,8,1372,2008,0
MG,São João da Mata,3162302,1972,708,0,7,3,718,954,0
MG,São João da Ponte,3162401,1972,2971,0,327,34,3332,5601,0
MG,São João Del Rey,3162500,1972,9645,8309,496,882,19332,23993,0
MG,São João do Oriente,3162609,1972,2605,0,33,33,2671,3994,0
MG,São João do Paraíso,3162708,1972,2839,0,62,51,2952,4413,0
MG,São João Evangelista,3162807,1972,1850,1039,161,132,3182,5039,0
MG,São João Nepomuceno,3162906,1972,3875,2922,180,218,7195,9063,0
MG,São José da Safira,3163003,1972,985,0,33,15,1033,2260,0
MG,São José da Varginha,3163102,1972,836,0,49,10,895,1105,0
MG,São José do Alegre,3163201,1972,694,0,210,171,1075,1323,0
MG,São José do Divino,3163300,1972,657,0,134,284,1075,1600,0
MG,São José do Goiabal,3163409,1972,1942,0,307,48,2297,3466,0
MG,São José do Jacuri,3163508,1972,2381,0,116,103,2600,4067,0
MG,São José do Mantimento,3163607,1972,843,0,11,8,862,1230,0
MG,São Lourenço,3163706,1972,NA,NA,NA,NA,NA,6995,1
MG,São Miguel do Anta,3163805,1972,2031,0,49,7,2087,2968,0
MG,São Pedro da União,3163904,1972,961,924,31,28,1944,2376,0
MG,São Pedro dos Ferros,3164001,1972,3652,0,134,53,3839,6078,0
MG,São Pedro do Suaçuí,3164100,1972,1251,0,266,231,1748,2613,0
MG,São Romão,3164209,1972,1947,0,57,27,2031,3109,0
MG,São Roque de Minas,3164308,1972,1605,0,348,20,1973,2690,0
MG,São Sebastião da Bela Vista,3164407,1972,586,715,36,13,1350,1788,0
MG,São Sebastião do Maranhão,3164506,1972,2933,0,107,38,3078,4191,0
MG,São Sebastião do Oeste,3164605,1972,1506,0,533,21,2060,2411,0
MG,São Sebastião do Paraíso,3164704,1972,5322,2424,304,363,8413,9456,0
MG,São Sebastião do Rio Preto,3164803,1972,432,0,108,35,575,896,0
MG,São Sebastião do Rio Verde,3164902,1972,541,0,39,21,601,847,0
MG,São Tiago,3165008,1972,1602,1661,96,106,3465,3955,0
MG,São Tomás de Aquino,3165107,1972,1380,0,200,16,1596,1969,0
MG,São Thomé das Letras,3165206,1972,708,0,162,7,877,1048,0
MG,São Vicente de Minas,3165305,1972,1110,0,399,43,1552,2097,0
MG,Sapucaí-Mirim,3165404,1972,1221,0,37,17,1275,1483,0
MG,Sardoá,3165503,1972,956,0,22,17,995,1316,0
MG,Senador Cortes,3165602,1972,478,0,151,11,640,885,0
MG,Senador Firmino,3165701,1972,1391,0,750,27,2168,3236,0
MG,Senador José Bento,3165800,1972,749,0,14,3,766,1117,0
MG,Senador Modestino Gonçalves,3165909,1972,323,278,16,11,628,824,0
MG,Senhora de Oliveira,3166006,1972,2146,0,45,23,2214,2597,0
MG,Senhora do Porto,3166105,1972,998,1237,50,41,2326,3089,0
MG,Senhora dos Remédios,3166204,1972,1518,0,410,103,2031,2416,0
MG,Sericita,3166303,1972,1198,0,12,11,1221,1349,0
MG,Seritinga,3166402,1972,418,0,113,29,560,788,0
MG,Serra Azul de Minas,3166501,1972,338,0,100,19,456,660,0
MG,Serra da Saudade,3166600,1972,352,0,11,10,373,459,0
MG,Serra dos Aimorés,3166709,1972,751,946,38,10,1745,3055,0
MG,Serra do Salitre,3166808,1972,798,0,549,75,1422,2538,0
MG,Serrania,3166907,1972,1150,0,280,60,1490,2050,0
MG,Serranos,3167004,1972,556,0,69,1,626,883,0
MG,Serro,3167103,1972,1342,2086,116,163,3707,5251,0
MG,Sete Lagoas,3167202,1972,6269,16199,741,740,23949,27050,0
MG,Silveirânia,3167301,1972,809,331,25,28,1193,1529,0
MG,Silvianópolis,3167400,1972,2698,0,42,39,2779,3557,0
MG,Simão Pereira,3167509,1972,548,95,15,20,678,819,0
MG,Simonésia,3167608,1972,3888,0,127,63,4078,6767,0
MG,Sobrália,3167707,1972,1406,0,406,33,1845,3209,0
MG,Soledade de Minas,3167806,1972,2610,0,54,55,2719,3460,0
MG,Tabuleiro,3167905,1972,1140,730,43,56,1969,2456,0
MG,Taiobeiras,3168002,1972,2064,0,458,105,2627,4171,0
MG,Tapira,3168101,1972,1237,0,25,18,1280,1471,0
MG,Tapiraí,3168200,1972,675,377,23,22,1097,1888,0
MG,Taquaraçu de Minas,3168309,1972,624,487,26,19,1156,1743,0
MG,Tarumirim,3168408,1972,4294,2828,158,210,7490,11801,0
MG,Teixeiras,3168507,1972,3245,0,117,51,3413,5468,0
MG,Teófilo Otóni,3168606,1972,7164,12648,476,1028,21316,29780,0
MG,Timóteo,3168705,1972,2527,8457,204,318,11506,14587,0
MG,Tiradentes,3168804,1972,NA,NA,NA,NA,NA,1781,1
MG,Tiros,3168903,1972,3441,0,87,36,3564,4828,0
MG,Tocantins,3169000,1972,4115,0,75,60,4250,6187,0
MG,Toledo,3169109,1972,1532,0,34,15,1581,1683,0
MG,Tombos,3169208,1972,2003,0,686,272,2961,4520,0
MG,Três Corações,3169307,1972,5085,4838,214,478,10615,12909,0
MG,Três Marias,3169356,1972,2730,0,39,64,2833,4292,0
MG,Três Pontas,3169406,1972,6335,0,190,205,6730,8882,0
MG,Tumiritinga,3169505,1972,1481,0,189,2,1672,2560,0
MG,Tupaciguara,3169604,1972,6123,0,2326,315,8764,12496,0
MG,Turmalina,3169703,1972,974,0,253,42,1269,2033,0
MG,Turvolândia,3169802,1972,506,560,30,15,1111,1621,0
MG,Ubá,3169901,1972,11484,0,1076,1655,14215,22776,0
MG,Ubaí,3170008,1972,1694,0,27,17,1738,2042,0
MG,Uberaba,3170107,1972,36978,491,631,1232,39332,51716,0
MG,Uberlândia,3170206,1972,41929,1377,851,2014,46171,59368,0
MG,Umburatiba,3170305,1972,1437,0,20,7,1464,2294,0
MG,Unaí,3170404,1972,6494,6147,204,143,12988,15806,0
MG,Urucânia,3170503,1972,1426,0,371,90,1887,2654,0
MG,Vargem Bonita,3170602,1972,629,0,99,20,748,1341,0
MG,Varginha,3170701,1972,6414,5513,331,887,13145,16664,0
MG,Várzea da Palma,3170800,1972,2965,1276,135,109,4485,5710,0
MG,Varzelândia,3170909,1972,1770,0,29,24,1823,2856,0
MG,Vazante,3171006,1972,1443,0,368,14,1825,3373,0
MG,Veríssimo,3171105,1972,2584,0,116,60,2760,3662,0
MG,Vespasiano,3171204,1972,2796,0,793,333,3922,4685,0
MG,Viçosa,3171303,1972,3799,4821,139,226,8985,12405,0
MG,Vieiras,3171402,1972,1361,0,38,16,1415,1733,0
MG,Vila Matias,3171501,1972,760,0,30,29,819,1906,0
MG,Virgem da Lapa,3171600,1972,876,0,168,13,1057,1850,0
MG,Virgínia,3171709,1972,1650,0,280,36,1966,2492,0
MG,Virginópolis,3171808,1972,1486,0,611,55,2152,3168,0
MG,Virgolândia,3171907,1972,2094,0,56,65,2215,2618,0
MG,Visconde do Rio Branco,3172004,1972,3622,5213,67,177,9079,12017,0
MG,Volta Grande,3172103,1972,950,0,204,25,1179,1641,0
MG,Wenceslau Brás,3172202,1972,491,569,20,32,1112,1550,0
ES,Afonso Cláudio,3200102,1972,5297,4656,156,195,10304,12816,0
ES,Alegre,3200201,1972,6038,3089,184,357,9668,15001,0
ES,Alfredo Chaves,3200300,1972,3448,0,49,40,3537,4044,0
ES,Anchieta,3200409,1972,2866,0,130,84,3080,3876,0
ES,Apiacá,3200508,1972,1513,0,211,25,1749,2471,0
ES,Aracruz,3200607,1972,4883,0,152,63,5198,6769,0
ES,Atílio Vivacqua,3200706,1972,2952,0,22,23,2997,3481,0
ES,Baixo Guandu,3200805,1972,5183,2403,117,185,7888,9994,0
ES,Barra de São Francisco,3200904,1972,10487,0,195,94,10776,18433,0
ES,Boa Esperança,3201001,1972,738,341,29,42,1150,1769,0
ES,Bom Jesus do Norte,3201100,1972,875,1279,30,58,2242,2745,0
ES,Cachoeiro de Itapemirim,3201209,1972,12898,12066,326,801,26091,32446,0
ES,Cariacica,3201308,1972,11623,20252,1252,1771,34898,42613,0
ES,Castelo,3201407,1972,3600,2349,151,156,6256,8459,0
ES,Colatina,3201506,1972,24730,0,283,213,25226,33098,0
ES,Conceição da Barra,3201605,1972,2582,0,1280,41,3903,6081,0
ES,Conceição do Castelo,3201704,1972,3701,0,50,49,3800,4360,0
ES,Divino de São Lourenço,3201803,1972,676,0,7,12,695,1158,0
ES,Domingos Martins,3201902,1972,6760,0,173,127,7060,8106,0
ES,Dores do Rio Preto,3202009,1972,992,0,26,12,1030,1716,0
ES,Ecoporanga,3202108,1972,5975,0,75,42,6092,9610,0
ES,Fundão,3202207,1972,1301,1467,52,78,2898,5076,0
ES,Guaçuí,3202306,1972,5071,0,88,84,5243,7853,0
ES,Guarapari,3202405,1972,3772,4420,213,150,8555,10065,0
ES,Ibiraçu,3202504,1972,4242,0,1164,155,5561,7954,0
ES,Iconha,3202603,1972,1707,0,700,24,2431,2985,0
ES,Itaguaçu,3202702,1972,2896,0,530,17,3443,4020,0
ES,Itapemirim,3202801,1972,3346,3148,97,250,6841,8406,0
ES,Itarana,3202900,1972,1517,1101,32,49,2699,3050,0
ES,Iúna,3203007,1972,2414,2924,227,250,5815,7716,0
ES,Jerônimo Monteiro,3203106,1972,1556,0,893,67,2516,3475,0
ES,Linhares,3203205,1972,7646,8587,353,459,17045,26104,0
ES,Mantenópolis,3203304,1972,2941,0,26,21,2988,6618,0
ES,Mimoso do Sul,3203403,1972,2865,3694,120,230,6909,10681,0
ES,Montanha,3203502,1972,3032,0,81,24,3137,5483,0
ES,Mucurici,3203601,1972,2879,0,372,6,3257,6269,0
ES,Muniz Freire,3203700,1972,3673,0,73,46,3792,5360,0
ES,Muqui,3203809,1972,3285,0,770,340,4395,6519,0
ES,Nova Venécia,3203908,1972,4837,0,1737,97,6671,10964,0
ES,Pancas,3204005,1972,5316,0,177,91,5584,8033,0
ES,Pinheiros,3204104,1972,4260,0,86,38,4384,6340,0
ES,Piúma,3204203,1972,1387,0,21,18,1426,1624,0
