uf,municipality,ibge_code,year,arena_votes,mdb_votes,blank_votes,null_votes,total_votes,electorate,appointed_mayor
PE,Nazaré da Mata,2609501,1972,2414,2920,138,223,5695,7498,0
PE,Olinda,2609600,1972,18540,17128,2442,3888,41998,50758,0
PE,Orobó,2609709,1972,3586,0,57,50,3693,5288,0
PE,Orocó,2609808,1972,876,0,136,2,1014,1396,0
PE,Ouricuri,2609907,1972,11067,0,164,98,11329,15093,0
PE,Palmares,2610004,1972,8178,0,187,350,8715,12759,0
PE,Palmeirina,2610103,1972,1580,0,20,22,1622,2160,0
PE,Panelas,2610202,1972,3618,0,104,48,3770,5476,0
PE,Paranatama,2610301,1972,1088,0,109,4,1201,1690,0
PE,Parnamirim,2610400,1972,3950,0,43,25,4018,4588,0
PE,Passira,2610509,1972,1836,1132,74,106,3148,5133,0
PE,Paudalho,2610608,1972,5964,0,227,258,6449,7780,0
PE,Paulista,2610707,1972,14766,1244,476,867,17353,20884,0
PE,Pedra,2610806,1972,4469,0,89,46,4604,6252,0
PE,Pesqueira,2610905,1972,5788,4528,200,201,10717,17484,0
PE,Petrolândia,2611002,1972,3131,0,575,34,3740,4956,0
PE,Petrolina,2611101,1972,10065,0,1688,251,12004,17332,0
PE,Poção,2611200,1972,1389,0,314,12,1715,3183,0
PE,Pombos,2611309,1972,3604,0,87,75,3766,4422,0
PE,Primavera,2611408,1972,1570,0,397,28,1995,2887,0
PE,Quipapá,2611507,1972,3087,0,101,78,3266,4473,0
PE,Recife,2611606,1972,NA,NA,NA,NA,NA,331774,1
PE,Riacho das Almas,2611705,1972,3054,0,40,24,3118,4503,0
PE,Ribeirão,2611804,1972,5019,0,124,158,5301,7459,0
PE,Rio Formoso,2611903,1972,2837,1727,96,121,4781,7486,0
PE,Soiré,2612000,1972,1278,0,960,23,2261,3607,0
PE,Salgadinho,2612109,1972,1133,0,6,5,1144,1269,0
PE,Salgueiro,2612208,1972,6478,0,72,64,6614,9097,0
PE,Saloá,2612307,1972,3846,0,34,27,3907,5266,0
PE,Sanharó,2612406,1972,2696,0,26,17,2739,3805,0
PE,Santa Cruz do Capibaribe,2612505,1972,5130,0,53,33,6216,6374,0
PE,Santa Maria da Boa Vista,2612604,1972,2117,0,795,11,2923,3847,0
PE,Santa Maria do Cambucá,2612703,1972,1439,0,171,0,1610,2287,0
PE,Santa Terezinha,2612802,1972,1709,0,25,7,1741,2190,0
PE,São Benedito do Sul,2612901,1972,1409,0,42,44,1495,2384,0
PE,São Bento do Una,2613008,1972,3000,2409,77,74,5560,7840,0
PE,São Caetano,2613107,1972,4327,0,1138,220,5685,8397,0
PE,São João,2613206,1972,3087,0,63,45,3195,4253,0
PE,São Joaquim do Monte,2613305,1972,3634,0,126,42,3802,5543,0
PE,São José da Coroa Grande,2613404,1972,1318,0,41,45,1404,2137,0
PE,São José do Belmonte,2613503,1972,5338,0,144,59,5541,7897,0
PE,São José do Egito,2613602,1972,4219,0,1504,43,5766,9272,0
PE,São Lourenço da Mata,2613701,1972,12236,0,410,949,13595,16489,0
PE,São Vicente Ferrer,2613800,1972,1482,0,361,18,1861,2565,0
PE,Serra Talhada,2613909,1972,9599,0,1309,68,10976,16305,0
PE,Serrita,2614006,1972,2210,768,38,34,3050,4392,0
PE,Sertânia,2614105,1972,5296,0,1770,40,7106,9935,0
PE,Sirinhaém,2614204,1972,2888,340,41,121,3390,5378,0
PE,Sítio dos Moreiras,2614303,1972,2124,0,33,16,2173,3435,0
PE,Solidão,2614402,1972,863,0,1,19,883,1065,0
PE,Surubim,2614501,1972,5911,0,3005,113,9029,13448,0
PE,Tabira,2614600,1972,3917,0,36,72,4025,4969,0
PE,Tacaimbó,2614709,1972,1957,0,23,28,2008,2799,0
PE,Tacaratu,2614808,1972,2933,0,28,13,2974,4248,0
PE,Taquaritinga do Norte,2615003,1972,2657,0,425,25,3107,4239,0
PE,Terezinha,2615102,1972,1196,0,28,33,1257,1972,0
PE,Terra Nova,2615201,1972,1626,0,12,18,1656,1796,0
PE,Timbaúba,2615300,1972,3865,6458,174,189,10686,15428,0
PE,Toritama,2615409,1972,2386,0,22,13,2421,3130,0
PE,Tracunhaém,2615508,1972,1957,0,70,55,2082,2548,0
PE,Trindade,2615607,1972,2089,0,18,7,2114,2718,0
PE,Triunfo,2615706,1972,3577,0,1263,25,4865,8122,0
PE,Tupanatinga,2615805,1972,1700,0,26,25,1751,2682,0
PE,Tuparetama,2615904,1972,1807,0,14,19,1840,2826,0
PE,Venturosa,2616001,1972,2257,0,15,13,2285,2749,0
PE,Verdejante,2616100,1972,1445,0,222,20,1687,2290,0
PE,Vertentes,2616209,1972,3525,36,40,32,3633,4374,0
PE,Vicência,2616308,1972,4211,0,77,38,4326,4924,0
PE,Vitória de Santo Antão,2616407,1972,5928,6119,173,161,12381,14800,0
AL,Água Branca,2700102,1972,2500,0,217,39,2756,6271,0
AL,Anadia,2700201,1972,1271,0,464,264,1999,2940,0
AL,Arapiraca,2700300,1972,5555,7635,164,111,13465,17147,0
AL,Atalaia,2700409,1972,3814,0,164,135,4113,5203,0
AL,Barra de Santo Antônio,2700508,1972,1181,0,99,112,1392,1785,0
AL,Barra de São Miguel,2700607,1972,181,0,7,0,188,240,0
AL,Batalha,2700706,1972,841,0,184,11,1036,1127,0
AL,Belém,2700805,1972,943,62,14,28,1047,1470,0
AL,Belo Monte,2700904,1972,652,0,14,10,676,848,0
AL,Boca da Mata,2701001,1972,2422,0,35,30,2487,2759,0
AL,Branquinha,2701100,1972,525,0,57,1,583,1062,0
AL,Cacimbinhas,2701209,1972,862,0,9,12,883,1101,0
AL,Cajueiro,2701308,1972,1225,0,347,43,1615,2149,0
AL,Campo Alegre,2701407,1972,1222,0,22,23,1267,1603,0
AL,Campo Grande,2701506,1972,555,394,21,12,982,1130,0
AL,Canapi,2701605,1972,1153,0,352,52,1557,2369,0
AL,Capela,2701704,1972,1655,2617,181,171,4624,5697,0
AL,Carneiros,2701803,1972,777,0,5,11,793,986,0
AL,Chã Preta,2701902,1972,1179,0,20,18,1217,1529,0
AL,Coité do Nóia,2702009,1972,879,0,5,10,894,1087,0
AL,Colônia Leopoldina,2702108,1972,2109,0,34,167,2310,2948,0
AL,Coqueiro Seco,2702207,1972,211,278,22,14,525,651,0
AL,Coruripe,2702306,1972,2214,0,418,163,2795,4135,0
AL,Delmiro Gouveia,2702405,1972,3465,1452,166,102,5185,6289,0
AL,Dois Riachos,2702504,1972,1181,0,27,39,1247,1498,0
AL,Feira Grande,2702603,1972,2009,0,21,18,2048,2350,0
AL,Feliz Deserto,2702702,1972,335,0,3,3,341,397,0
AL,Flexeiras,2702801,1972,1782,0,444,89,2315,3415,0
AL,Girau de Ponciano,2702900,1972,1202,0,204,23,1429,2139,0
AL,Ibateguara,2703007,1972,1286,0,21,28,1335,1672,0
AL,Igaci,2703106,1972,1670,0,155,59,1884,2870,0
AL,Igreja Nova,2703205,1972,1332,1198,31,41,2602,3114,0
AL,Inhapi,2703304,1972,938,1135,51,26,2150,2817,0
AL,Jacaré dos Homens,2703403,1972,380,0,75,1,456,573,0
AL,Jacuípe,2703502,1972,953,0,13,13,979,1180,0
AL,Japaratinga,2703601,1972,250,151,8,4,413,553,0
AL,Jaramataia,2703700,1972,198,0,55,0,253,420,0
AL,Joaquim Gomes,2703809,1972,487,762,47,209,1505,1959,0
AL,Jundiá,2703908,1972,754,0,199,135,1088,1332,0
AL,Junqueiro,2704005,1972,1899,0,353,34,2286,3300,0
AL,Lagoa da Canoa,2704104,1972,1043,515,25,17,1600,2326,0
AL,Limoeiro de Anadia,2704203,1972,1289,0,27,19,1335,1719,0
AL,Maceió,2704302,1972,NA,NA,NA,NA,NA,79356,1
AL,Major Isidoro,2704401,1972,3058,0,49,55,3162,3812,0
AL,Maragogi,2704500,1972,994,0,270,15,1279,1473,0
AL,Maravilha,2704609,1972,1271,0,17,8,1296,1735,0
AL,Marechal Deodoro,2704708,1972,1649,0,101,84,1834,2603,0
AL,Maribondo,2704807,1972,1471,506,51,164,2192,3264,0
AL,Mar Vermelho,2704906,1972,1239,0,60,30,1329,1663,0
AL,Mata Grande,2705002,1972,2782,0,57,5,2844,4119,0
AL,Matriz de Camaragibe,2705101,1972,1221,779,94,72,2166,2700,0
AL,Messias,2705200,1972,935,230,28,46,1239,1599,0
AL,Minador do Negrão,2705309,1972,926,0,0,13,939,1252,0
AL,Monteirópolis,2705408,1972,436,0,19,28,483,693,0
AL,Murici,2705507,1972,1957,0,444,177,2578,4031,0
AL,Novo Lino,2705606,1972,507,558,19,156,1240,1700,0
AL,Olho D'Água das Flores,2705705,1972,1483,400,49,68,2000,2735,0
AL,Olho D'Água do Casado,2705804,1972,593,0,16,5,614,737,0
AL,Olho D'Água Grande,2705903,1972,827,0,13,12,852,1077,0
AL,Olivença,2706000,1972,1376,0,4,14,1394,1644,0
AL,Ouro Branco,2706109,1972,732,0,187,28,947,1233,0
AL,Palestina,2706208,1972,334,0,30,321,685,891,0
AL,Palmeira dos Indios,2706307,1972,4574,4255,82,250,9161,12305,0
AL,Pão de Açúcar,2706406,1972,2377,0,45,44,2466,3005,0
AL,Passo de Camaragibe,2706505,1972,605,525,23,18,1171,1343,0
AL,Paulo Jacinto,2706604,1972,1161,0,53,135,1349,1981,0
AL,Penedo,2706703,1972,2172,2868,74,74,5188,6657,0
AL,Piaçabussu,2706802,1972,3080,0,93,52,3225,4056,0
AL,Pilar,2706901,1972,196,3144,105,69,3514,4375,0
AL,Pindoba,2707008,1972,623,424,21,18,1086,1430,0
AL,Piranhas,2707107,1972,769,0,30,18,817,1003,0
AL,Poço das Trincheiras,2707206,1972,0,1550,26,27,1603,2094,0
AL,Porto Calvo,2707305,1972,1052,1421,72,82,2627,3011,0
AL,Porto de Pedras,2707404,1972,639,286,38,39,1002,1244,0
AL,Porto Real do Colégio,2707503,1972,1221,0,153,1781,3155,4112,0
AL,Quebrângulo,2707602,1972,2231,0,59,66,2356,3486,0
AL,Rio Largo,2707701,1972,2776,4169,226,249,7420,9707,0
AL,Roteiro,2707800,1972,105,0,6,0,111,137,0
AL,Santa Luzia do Norte,2707909,1972,387,0,44,23,454,631,0
AL,Santana do Ipanema,2708006,1972,4952,0,53,60,5065,6186,0
AL,Santana do Mundaú,2708105,1972,1585,0,19,22,1626,1939,0
AL,São Braz,2708204,1972,838,0,16,11,865,1051,0
AL,São José da Lage,2708303,1972,1384,990,67,174,2615,3700,0
AL,São José da Tapera,2708402,1972,785,0,93,145,1023,1452,0
AL,São Luiz do Quitunde,2708501,1972,884,1284,83,140,2391,3101,0
AL,São Miguel dos Campos,2708600,1972,4292,540,120,124,5076,6172,0
AL,São Miguel dos Milagres,2708709,1972,491,296,18,8,813,1016,0
AL,São Sebastião,2708808,1972,811,725,26,15,1580,1858,0
AL,Satuba,2708907,1972,325,730,24,20,1099,1261,0
AL,Tanque d'Arca,2709004,1972,242,421,8,40,711,1031,0
AL,Taquarana,2709103,1972,1214,0,143,13,1370,1856,0
AL,Traipu,2709202,1972,2331,0,391,256,2978,3883,0
AL,União dos Palmares,2709301,1972,2553,3060,95,93,5801,7212,0
AL,Viçosa,2709400,1972,2285,1458,116,122,3981,5089,0
SE,Amparo de São Francisco,2800100,1972,252,191,7,6,456,569,0
SE,Aquidabã,2800209,1972,1919,545,50,28,2542,2726,0
SE,Aracaju,2800308,1972,NA,NA,NA,NA,NA,87611,1
SE,Arauá,2800407,1972,682,0,145,3,830,897,0
SE,Areia Branca,2800506,1972,688,0,176,3,867,924,0
SE,Barra dos Coqueiros,2800605,1972,872,955,81,93,2001,2829,0
SE,Boquim,2800670,1972,2077,1426,139,85,3727,3854,0
SE,Brejo Grande,2800704,1972,1044,0,16,10,1070,1403,0
SE,Campo do Brito,2801009,1972,2921,0,39,25,2985,3098,0
SE,Canhoba,2801108,1972,679,0,26,13,718,734,0
SE,Canindé de São Francisco,2801207,1972,289,129,6,9,433,458,0
SE,Capela,2801306,1972,3927,0,122,57,4106,4303,0
SE,Carira,2801405,1972,2061,0,21,16,2098,2137,0
SE,Carmópolis,2801504,1972,694,0,74,14,782,836,0
SE,Cedro de São João,2801603,1972,849,991,12,13,1865,1904,0
SE,Cristinápolis,2801702,1972,660,0,214,6,880,968,0
SE,Cumbe,2801900,1972,682,0,12,2,696,709,0
SE,Divina Pastora,2802007,1972,267,0,268,3,538,571,0
SE,Estância,2802106,1972,2491,2751,130,208,5580,6207,0
SE,Feira Nova,2802205,1972,1024,0,17,3,1044,1069,0
SE,Frei Paulo,2802304,1972,897,707,26,17,1647,1767,0
SE,Gararu,2802403,1972,1045,0,162,22,1229,1305,0
SE,General Maynard,2802502,1972,638,0,16,8,662,693,0
SE,Gracho Cardoso,2802601,1972,501,0,264,10,775,813,0
SE,Ilha das Flores,2802700,1972,543,524,9,4,1080,1094,0
SE,Indiaroba,2802809,1972,541,0,407,3,951,1164,0
SE,Itabaiana,2802908,1972,6331,129,211,106,6977,7021,0
SE,Itabaianinha,2803005,1972,1984,1917,46,35,3982,4155,0
SE,Itabi,2803104,1972,880,654,16,35,1585,1682,0
SE,Itaporanga d'Ajuda,2803203,1972,2045,811,211,101,3168,3502,0
SE,Japaratuba,2803302,1972,1265,0,136,6,1407,1488,0
SE,Japoatã,2803401,1972,1699,0,38,11,1748,1865,0
SE,Lagarto,2803500,1972,7915,0,95,93,8103,8393,0
SE,Laranjeiras,2803609,1972,2567,0,92,94,2753,2803,0
SE,Macambira,2803708,1972,717,368,22,6,1113,1134,0
SE,Malhada dos Bois,2803807,1972,490,0,18,6,514,550,0
SE,Malhador,2803906,1972,1282,0,21,10,1313,1368,0
SE,Maruim,2804003,1972,1366,0,796,36,2198,2325,0
SE,Moita Bonita,2804102,1972,859,184,37,13,1093,1128,0
SE,Monte Alegre de Sergipe,2804201,1972,694,790,24,22,1530,1647,0
SE,Muribeca,2804300,1972,1166,0,39,12,1217,1261,0
SE,Neópolis,2804409,1972,2577,0,32,18,2627,3040,0
SE,Nossa Senhora Aparecida,2804458,1972,591,553,12,6,1162,1232,0
SE,Nossa Senhora da Glória,2804508,1972,1470,1190,94,31,2785,2977,0
SE,Nossa Senhora das Dores,2804607,1972,1180,1101,47,27,2355,2451,0
SE,Nossa Senhora de Lourdes,2804706,1972,452,0,62,4,518,550,0
SE,Nossa Senhora do Socorro,2804805,1972,667,987,37,72,1763,1904,0
SE,Pacatuba,2804904,1972,833,0,17,9,859,1483,0
SE,Pedra Mole,2805000,1972,104,149,8,2,263,275,0
SE,Pedrinhas,2805109,1972,709,0,18,20,747,763,0
SE,Pinhão,2805208,1972,407,0,102,16,525,583,0
SE,Pirambu,2805307,1972,370,0,11,7,388,414,0
SE,Poço Redondo,2805406,1972,1050,0,21,11,1082,1164,0
SE,Poço Verde,2805505,1972,2803,0,33,18,2854,2924,0
SE,Porto da Folha,2805604,1972,1829,306,36,52,2223,2527,0
SE,Propriá,2805703,1972,1865,1837,63,69,3834,4810,0
SE,Riachão do Dantas,2805802,1972,2587,0,419,97,3103,3240,0
SE,Riachuelo,2805901,1972,1257,33,37,28,1355,1425,0
SE,Ribeirópolis,2806008,1972,1060,467,41,17,1585,1681,0
SE,Rosário do Catete,2806107,1972,835,0,746,9,1589,1742,0
SE,Salgado,2806206,1972,1492,0,16,19,1527,1574,0
SE,Santa Luzia do Itanhy,2806305,1972,612,579,70,32,1293,1429,0
SE,Santa Rosa de Lima,2806503,1972,663,0,26,10,699,711,0
SE,Santo Amaro das Brotas,2806602,1972,928,128,32,13,1101,1141,0
SE,São Cristóvão,2806701,1972,1006,1511,46,84,2647,2834,0
SE,São Domingos,2806800,1972,1102,0,12,6,1120,1169,0
SE,São Francisco,2806909,1972,357,0,189,2,548,616,0
SE,São Miguel do Aleixo,2807006,1972,545,0,52,1,598,635,0
SE,Simão Dias,2807105,1972,6777,0,85,45,6907,7224,0
SE,Siriri,2807204,1972,987,0,18,14,1019,1036,0
SE,Telha,2807303,1972,290,240,8,2,540,583,0
SE,Tobias Barreto,2807402,1972,5882,0,59,35,5976,6210,0
SE,Tomar do Geru,2807501,1972,678,963,41,29,1711,1739,0
SE,Umbaúba,2807600,1972,670,404,22,12,1108,1152,0
BA,Abaíra,2900108,1972,1445,0,407,16,1868,2645,0
BA,Abaré,2900207,1972,2150,0,32,13,2195,3609,0
BA,Acajutiba,2900306,1972,2202,0,51,36,2289,3358,0
BA,Água Fria,2900405,1972,0,859,1489,14,2362,3582,0
BA,Água Quente,2900504,1972,1101,0,350,9,1460,2010,0
BA,Aiquara,2900603,1972,702,0,101,10,813,2419,0
BA,Alagoinhas,2900702,1972,7057,10220,464,398,18139,24989,0
BA,Alcobaça,2900801,1972,2777,1770,204,60,4811,7110,0
BA,Almadina,2900900,1972,490,722,18,16,1246,2366,0
BA,Amargosa,2901007,1972,3433,0,920,140,4493,5842,0
BA,Amélia Rodrigues,2901106,1972,3389,0,63,51,3503,6610,0
BA,Anagé,2901205,1972,1869,0,363,879,3111,5680,0
BA,Andaraí,2901304,1972,1710,0,291,23,2024,3185,0
BA,Angical,2901403,1972,1219,0,95,412,1726,5523,0
BA,Anguera,2901502,1972,1806,0,39,20,1865,3625,0
BA,Antas,2901601,1972,5445,0,54,165,5664,8173,0
BA,Antônio Cardoso,2901700,1972,1003,745,32,70,1850,2291,0
BA,Antônio Gonçalves,2901809,1972,1387,0,394,42,1823,2589,0
BA,Aporá,2901908,1972,2235,0,123,48,2460,3579,0
BA,Aracatu,2902005,1972,1706,0,274,484,2464,3577,0
BA,Araci,2902104,1972,2000,0,222,16,2238,2978,0
BA,Aramari,2902203,1972,1657,0,35,33,1725,2254,0
BA,Aratuípe,2902302,1972,1498,0,34,36,1568,2061,0
BA,Aurelino Leal,2902401,1972,1733,0,606,15,2354,4734,0
BA,Baianópolis,2902500,1972,0,843,329,0,1172,1789,0
BA,Baixa Grande,2902609,1972,3121,0,60,33,3214,4345,0
BA,Barra,2902708,1972,5368,0,105,38,5511,9127,0
BA,Barra da Estiva,2902807,1972,936,0,305,4,1245,2157,0
BA,Barra do Choça,2902906,1972,771,597,18,16,1402,1881,0
BA,Barra do Mendes,2903003,1972,2811,0,56,19,2886,3988,0
BA,Barra do Rocha,2903102,1972,970,0,88,79,1137,2110,0
BA,Governador Balbino,2903201,1972,3087,2157,65,83,5392,7384,0
BA,Governador Lomanto Júnior,2903300,1972,1477,0,432,69,1978,3433,0
BA,Belmonte,2903409,1972,1810,2235,79,113,4237,6294,0
BA,Belo Campo,2903508,1972,1138,1333,33,40,2544,3616,0
BA,Biritinga,2903607,1972,2462,0,0,51,2513,3177,0
BA,Boa Nova,2903706,1972,2552,0,85,52,2689,4058,0
BA,Boa Vista do Tupim,2903805,1972,2100,0,58,16,2174,2892,0
BA,Bom Jesus da Lapa,2903904,1972,7198,0,171,120,7489,13148,0
BA,Boninal,2904001,1972,920,0,82,19,1021,1411,0
BA,Boquira,2904100,1972,3715,0,125,88,3928,4964,0
BA,Botuporã,2904209,1972,6277,0,56,88,6421,7954,0
BA,Brejões,2904308,1972,1467,0,329,16,1812,2720,0
BA,Brejolãndia,2904407,1972,1474,0,26,12,1512,2066,0
BA,Brotas de Macaúbas,2904506,1972,2413,0,331,0,2744,4520,0
BA,Brumado,2904605,1972,7591,0,163,75,7829,9556,0
BA,Buerarema,2904704,1972,7895,0,141,144,8180,11848,0
BA,Caatiba,2904803,1972,809,328,13,18,1168,2055,0
BA,Cachoeira,2904902,1972,6338,0,122,272,6732,10547,0
BA,Caculé,2905008,1972,2411,0,544,14,2969,4120,0
BA,Anselmo da Fonseca,2905107,1972,1299,0,452,58,1809,3153,0
BA,Caetité,2905206,1972,5825,0,1404,116,7345,12287,0
BA,Cafarnaum,2905305,1972,3772,0,35,23,3830,5099,0
BA,Cairu,2905404,1972,781,560,6,94,1441,2180,0
BA,Caldeirão Grande,2905503,1972,1827,0,19,56,1902,3471,0
BA,Camacan,2905602,1972,5791,0,90,117,5998,11334,0
BA,Camaçari,2905701,1972,NA,NA,NA,NA,NA,12066,1
BA,Camamu,2905800,1972,2579,0,324,781,3684,5535,0
BA,Campo Alegre de Lourdes,2905909,1972,2860,0,28,70,2958,3888,0
BA,Campo Formoso,2906006,1972,6045,0,812,149,7006,10498,0
BA,Canápolis,2906105,1972,1066,0,89,76,1231,1960,0
BA,Canarana,2906204,1972,2322,0,753,35,3110,4949,0
BA,Canavieiras,2906303,1972,6708,0,84,88,6880,10332,0
BA,Candeal,2906402,1972,1146,0,235,124,1505,1856,0
BA,Candeias,2906501,1972,NA,NA,NA,NA,NA,13750,1
BA,Candiba,2906600,1972,4146,0,59,27,4232,4436,0
BA,Cândido Sales,2906709,1972,5151,0,95,81,5327,7882,0
BA,Cansanção,2906808,1972,2448,0,36,12,2496,3604,0
BA,Caravelas,2906907,1972,3072,0,418,94,3584,5068,0
BA,Cardeal da Silva,2907004,1972,399,0,31,382,812,1248,0
BA,Carinhanha,2907103,1972,3776,0,65,29,3870,4882,0
BA,Casa Nova,2907202,1972,3127,0,400,52,3579,6435,0
BA,Castro Alves,2907301,1972,6368,0,282,244,6894,11223,0
BA,Catolândia,2907400,1972,350,235,7,13,605,926,0
BA,Catu,2907509,1972,4493,2766,255,395,7909,10111,0
BA,Central,2907608,1972,3099,0,61,24,3184,4478,0
BA,Chorroch6,2907707,1972,1863,0,377,63,2303,4253,0
BA,Cícero Dantas,2907806,1972,5311,0,83,54,5448,7270,0
BA,Cipó,2907905,1972,NA,NA,NA,NA,NA,2307,1
BA,Coaraci,2908002,1972,4814,0,81,60,4955,8344,0
BA,Cocos,2908101,1972,4339,0,63,93,4495,6255,0
BA,Conceição da Feira,2908200,1972,2430,0,57,69,2556,3530,0
BA,Conceição do Almeida,2908309,1972,4077,0,162,58,4297,6452,0
BA,Conceição do Coité,2908408,1972,9840,0,105,43,9988,11694,0
BA,Conceição do Jacuípe,2908507,1972,3636,0,0,0,3636,4769,0
BA,Conde,2908606,1972,2211,0,79,53,2343,5516,0
BA,Condeúba,2908705,1972,6119,0,84,31,6234,7820,0
BA,Contendas do Sincorá,2908804,1972,670,698,11,18,1397,2415,0
BA,Coração de Maria,2908903,1972,3782,0,100,0,3882,5257,0
BA,Cordeiros,2909000,1972,1210,0,246,17,1473,2377,0
BA,Coribe,2909109,1972,2699,0,41,10,2750,3528,0
BA,Coronel João Sá,2909208,1972,1058,0,18,12,1088,1309,0
BA,Correntina,2909307,1972,2675,2153,129,65,5022,6606,0
BA,Cotegipe,2909406,1972,2096,0,80,88,2264,5636,0
BA,Cravolândia,2909505,1972,808,0,16,7,831,1542,0
BA,Crisópolis,2909604,1972,1775,0,62,24,1861,2834,0
BA,Cristópolis,2909703,1972,1434,0,10,188,1632,2332,0
BA,Cruz das Almas,2909802,1972,2949,4048,150,105,7252,9652,0
BA,Curaçá,2909901,1972,5760,0,73,73,5906,8968,0
BA,Dário Meira,2910008,1972,1999,0,133,41,2173,3238,0
BA,Dom Basílio,2910107,1972,959,0,438,1,1398,1870,0
BA,Dom Macedo Costa,2910206,1972,1591,0,38,18,1647,2456,0
BA,Elísio Medrado,2910305,1972,996,0,867,21,1884,2410,0
BA,Encruzilhada,2910404,1972,4392,0,66,41,4499,8441,0
BA,Entre Rios,2910503,1972,4366,0,102,63,4531,7047,0
BA,Esplanada,2910602,1972,2791,0,58,60,2909,4682,0
BA,Euclides da Cunha,2910701,1972,9015,0,107,82,9204,14015,0
BA,Feira de Santana,2910800,1972,20084,20413,725,1283,42505,59446,0
BA,Firmino Alves,2910909,1972,819,0,16,7,842,1494,0
BA,Florestal Azul,2911006,1972,1316,1021,16,32,2385,3532,0
BA,Formosa do Rio Preto,2911105,1972,863,0,47,2,912,1529,0
BA,Gandu,2911204,1972,3589,0,168,0,3757,5669,0
BA,Gentio do Ouro,2911303,1972,2484,0,44,41,2569,3985,0
BA,Glória,2911402,1972,1003,0,231,998,2232,2507,0
BA,Gongogi,2911501,1972,2447,0,46,31,2524,4432,0
BA,Governador Mangabeira,2911600,1972,2210,0,34,29,2273,2899,0
BA,Guanambi,2911709,1972,5730,0,3041,117,8888,11667,0
BA,Guaratinga,2911808,1972,1864,0,223,328,2415,4103,0
BA,Iaçu,2911907,1972,1971,1442,79,68,3560,5005,0
BA,Ibiassucê,2912004,1972,1446,0,232,7,1685,2483,0
BA,Ibicaraí,2912103,1972,6186,0,59,107,6352,8689,0
BA,Ibicoara,2912202,1972,573,0,195,56,824,1285,0
BA,Ibicuí,2912301,1972,1461,0,381,75,1917,4020,0
BA,Ibipeba,2912400,1972,2915,0,44,39,2998,4154,0
BA,Ibipitanga,2912509,1972,2936,0,68,15,3019,4118,0
BA,Ibiquera,2912608,1972,0,694,20,6,720,1261,0
BA,Ibirapitanga,2912707,1972,1280,0,262,995,2537,4630,0
BA,Ibirapuã,2912806,1972,2522,0,21,20,2563,3847,0
BA,Ibirataia,2912905,1972,1408,0,293,189,1890,4556,0
BA,Ibitiara,2913002,1972,2657,0,517,45,3219,6170,0
BA,Ibititá,2913101,1972,3448,0,34,18,3500,4272,0
BA,Ibotirama,2913200,1972,3140,0,36,24,3200,4835,0
BA,Ichu,2913309,1972,774,0,49,339,1162,2136,0
BA,Igaporã,2913408,1972,1999,0,258,24,2281,3745,0
BA,Iguaí,2913507,1972,2533,0,782,101,3416,6775,0
BA,Ilhéus,2913606,1972,10582,6129,254,488,17453,32464,0
BA,Inhambupe,2913705,1972,3889,0,91,44,4024,5453,0
BA,Ipecaetá,2913804,1972,1657,1645,69,135,3506,4318,0
BA,Ipiaú,2913903,1972,2470,3465,55,92,6082,9591,0
BA,Ipirá,2914000,1972,8414,0,301,322,9037,11,0
BA,Ipupiara,2914109,1972,1677,0,481,15,2173,3384,0
BA,Irajuba,2914208,1972,1039,0,24,8,1071,1753,0
BA,Iramaia,2914307,1972,1565,0,27,7,1599,2473,0
BA,Iraquara,2914406,1972,1073,0,61,78,1212,1947,0
BA,Irará,2914505,1972,1677,1728,468,145,4018,4863,0
BA,Irecê,2914604,1972,11508,0,0,0,11944,18090,0
BA,Itaberaba,2914703,1972,3071,2648,149,152,6020,8891,0
BA,Itabuna,2914802,1972,10659,12129,248,322,23358,32379,0
BA,Itacaré,2914901,1972,1741,0,43,22,1806,2844,0
BA,Itaeté,2915007,1972,895,0,94,5,994,1462,0
BA,Itagi,2915106,1972,2176,0,501,14,2691,3822,0
BA,Itagibá,2915205,1972,1593,0,306,31,1930,4144,0
BA,Itagimirim,2915304,1972,1223,0,268,15,1506,2153,0
BA,Itaju do Colônia,2915403,1972,758,688,12,16,1474,2543,0
BA,Itajuípe,2915502,1972,4300,84,53,79,4516,6925,0
BA,Itamaraju,2915601,1972,2815,0,1196,51,4062,6449,0
BA,Itamari,2915700,1972,862,0,35,0,897,1410,0
BA,Itambé,2915809,1972,5061,0,41,21,5123,7928,0
BA,Itanagra,2915908,1972,919,0,29,28,976,1597,0
BA,Itanhém,2916005,1972,2919,0,337,801,4057,7894,0
BA,Itaparica,2916104,1972,NA,NA,NA,NA,NA,2975,1
BA,Itapé,2916203,1972,2999,0,47,32,3078,5381,0
BA,Itapebi,2916302,1972,3497,0,63,56,3616,5077,0
BA,Itapetinga,2916401,1972,8900,0,70,92,9062,20715,0
BA,Itapicuru,2916500,1972,2411,0,63,96,2570,3946,0
BA,Itapitanga,2916609,1972,1413,0,137,92,1642,2841,0
BA,Itaquara,2916708,1972,0,1195,191,127,1513,2356,0
BA,Itarantim,2916807,1972,2570,0,320,175,3065,5414,0
BA,Itiruçu,2916906,1972,2146,0,535,61,2742,3921,0
BA,Itiúba,2917003,1972,5764,0,107,43,5914,9983,0
BA,Itororó,2917102,1972,6113,0,68,55,6236,9941,0
BA,Ituaçu,2917201,1972,3137,0,99,46,3282,4919,0
