uf,municipality,ibge_code,year,arena_votes,mdb_votes,blank_votes,null_votes,total_votes,electorate,appointed_mayor
PE,João Alfredo,2608107,1976,5368,0,92,43,5503,6940,0
PE,Joaquim Nabuco,2608206,1976,1855,1703,123,165,3846,5102,0
PE,Jupi,2608305,1976,2119,708,37,52,2916,4441,0
PE,Jurema,2608404,1976,3430,0,77,39,3546,5907,0
PE,Lagoa do Itaenga,2608503,1976,2111,1531,69,88,3799,4941,0
PE,Lagoa do Ouro,2608602,1976,2072,0,49,27,2148,3128,0
PE,Lagoa dos Gatos,2608701,1976,3348,0,77,26,3541,4775,0
PE,Lajedo,2608800,1976,8152,0,87,54,8293,10999,0
PE,Limoeiro,2608909,1976,9055,6445,341,675,16516,24461,0
PE,Macaparana,2609006,1976,5491,0,118,89,5698,7508,0
PE,Machados,2609105,1976,1412,0,693,19,2124,2551,0
PE,Maraial,2609204,1976,1503,1097,34,70,2704,3644,0
PE,Mirandiba,2609303,1976,2415,0,63,32,2510,2980,0
PE,Moreno,2609402,1976,5340,4021,318,706,10385,12733,0
PE,Nazaré da Mata,2609501,1976,3575,3779,124,106,7584,9971,0
PE,Olinda,2609600,1976,26417,30609,3916,6050,66992,83438,0
PE,Orobó,2609709,1976,3650,97,89,90,3926,5164,0
PE,Orocó,2609808,1976,1691,0,26,8,1725,2315,0
PE,Ouricuri,2609907,1976,13704,0,244,122,14070,17199,0
PE,Palmares,2610004,1976,4896,4523,314,584,10317,14182,0
PE,Palmeirina,2610103,1976,1991,0,28,14,2033,2962,0
PE,Panelas,2610202,1976,5496,0,108,64,5668,7484,0
PE,Paranatama,2610301,1976,2036,0,58,56,2150,3099,0
PE,Parnamirim,2610400,1976,4372,131,93,41,4637,5350,0
PE,Passira,2610509,1976,4264,388,176,159,4987,7572,0
PE,Paudalho,2610608,1976,4655,1490,306,512,6963,9112,0
PE,Paulista,2610707,1976,17675,5767,848,1391,25681,30411,0
PE,Pedra,2610806,1976,5480,0,84,86,5650,6949,0
PE,Pesqueira,2610905,1976,7837,4824,188,336,13185,20861,0
PE,Petrolândia,2611002,1976,4494,0,113,84,4691,6412,0
PE,Petrolina,2611101,1976,12255,5641,525,281,18702,25086,0
PE,Poção,2611200,1976,2183,0,55,34,2272,3499,0
PE,Pombos,2611309,1976,4997,0,172,111,5280,6615,0
PE,Primavera,2611408,1976,2106,552,92,78,2828,3948,0
PE,Quipapá,2611507,1976,4067,0,105,42,4214,5672,0
PE,Recife,2611606,1976,NA,NA,NA,NA,NA,420111,1
PE,Riacho das Almas,2611705,1976,3907,0,65,40,4012,5392,0
PE,Ribeirão,2611804,1976,4994,1663,162,339,7158,8486,0
PE,Rio Formoso,2611903,1976,3006,2538,188,238,5970,9411,0
PE,Soiré,2612000,1976,3898,0,123,59,4080,5889,0
PE,Salgadinho,2612109,1976,602,0,192,0,794,849,0
PE,Salgueiro,2612208,1976,9101,342,115,77,9635,12366,0
PE,Saloá,2612307,1976,4213,0,74,34,4321,6815,0
PE,Sanharó,2612406,1976,3892,0,54,60,4006,5074,0
PE,Santa Cruz do Capibaribe,2612505,1976,6294,0,62,19,6375,8173,0
PE,Santa Maria da Boa Vista,2612604,1976,2429,1607,219,112,4367,5082,0
PE,Santa Maria do Cambucá,2612703,1976,2053,0,29,19,2101,2496,0
PE,Santa Terezinha,2612802,1976,2612,0,234,171,3017,3984,0
PE,São Benedito do Sul,2612901,1976,1621,0,72,46,1739,2543,0
PE,São Bento do Una,2613008,1976,3528,3714,116,83,7441,9849,0
PE,São Caetano,2613107,1976,7421,162,214,170,7967,12106,0
PE,São João,2613206,1976,2024,0,1180,16,3220,4721,0
PE,São Joaquim do Monte,2613305,1976,2981,0,1193,19,4193,6318,0
PE,São José da Coroa Grande,2613404,1976,1512,0,28,39,1579,2025,0
PE,São José do Belmonte,2613503,1976,5077,0,764,19,5860,7697,0
PE,São José do Egito,2613602,1976,6932,195,130,158,7415,9797,0
PE,São Lourenço da Mata,2613701,1976,16862,3096,687,1192,21837,25456,0
PE,São Vicente Ferrer,2613800,1976,1653,194,129,92,2068,2856,0
PE,Serra Talhada,2613909,1976,8419,4663,434,262,13778,18114,0
PE,Serrita,2614006,1976,4897,0,71,79,5047,6617,0
PE,Sertânia,2614105,1976,8863,82,146,151,9242,1791,0
PE,Sirinhaém,2614204,1976,3824,1222,107,166,5319,6925,0
PE,Sítio dos Moreiras,2614303,1976,3303,0,58,123,3484,5373,0
PE,Solidão,2614402,1976,1445,0,9,16,1470,1857,0
PE,Surubim,2614501,1976,7486,6452,378,538,14854,18391,0
PE,Tabira,2614600,1976,5535,0,43,39,5617,7064,0
PE,Tacaimbó,2614709,1976,2373,0,71,48,2492,3944,0
PE,Tacaratu,2614808,1976,3392,0,36,27,3455,4338,0
PE,Taquaritinga do Norte,2615003,1976,4599,0,117,105,4821,6215,0
PE,Terezinha,2615102,1976,849,0,435,15,1299,2790,0
PE,Terra Nova,2615201,1976,2482,0,35,10,2527,2806,0
PE,Timbaúba,2615300,1976,3981,7466,330,283,12060,16382,0
PE,Toritama,2615409,1976,1579,0,173,881,2633,3458,0
PE,Tracunhaém,2615508,1976,1410,1324,83,88,2905,4149,0
PE,Trindade,2615607,1976,3482,0,34,17,3533,4310,0
PE,Triunfo,2615706,1976,6836,0,233,102,7171,9376,0
PE,Tupanatinga,2615805,1976,1918,251,111,53,2333,3044,0
PE,Tuparetama,2615904,1976,2290,41,19,27,2377,3648,0
PE,Venturosa,2616001,1976,2596,45,32,60,2733,3104,0
PE,Verdejante,2616100,1976,1468,0,158,4,1630,2439,0
PE,Vertentes,2616209,1976,3868,153,51,97,4169,5272,0
PE,Vicência,2616308,1976,2992,2434,126,90,5642,6651,0
PE,Vitória de Santo Antão,2616407,1976,10412,10148,395,842,21797,27060,0
AL,Água Branca,2700102,1976,3275,0,761,40,4076,4989,0
AL,Anadia,2700201,1976,2527,1663,95,115,4400,5228,0
AL,Arapiraca,2700300,1976,12100,12306,439,561,25406,29923,0
AL,Atalaia,2700409,1976,2202,4528,236,542,7508,8843,0
AL,Barra de Santo Antônio,2700508,1976,1489,0,113,92,1694,2217,0
AL,Barra de São Miguel,2700607,1976,482,293,34,18,827,900,0
AL,Batalha,2700706,1976,1978,0,66,18,2062,2434,0
AL,Belém,2700805,1976,1365,62,35,34,1496,1978,0
AL,Belo Monte,2700904,1976,973,0,18,16,1007,1193,0
AL,Boca da Mata,2701001,1976,3937,0,83,67,4087,4704,0
AL,Branquinha,2701100,1976,652,708,80,31,1471,2009,0
AL,Cacimbinhas,2701209,1976,1024,0,108,16,1148,1421,0
AL,Cajueiro,2701308,1976,1755,0,542,100,2397,2826,0
AL,Campo Alegre,2701407,1976,1001,0,177,973,2151,2670,0
AL,Campo Grande,2701506,1976,1152,289,13,25,1479,1764,0
AL,Canapi,2701605,1976,1669,1575,106,39,3389,4763,0
AL,Capela,2701704,1976,2098,1835,279,202,4414,5677,0
AL,Carneiros,2701803,1976,1108,0,18,9,1135,1282,0
AL,Chã Preta,2701902,1976,966,0,233,475,1674,2145,0
AL,Coité do Nóia,2702009,1976,1219,0,8,14,1241,1494,0
AL,Colônia Leopoldina,2702108,1976,3351,0,58,66,3475,4444,0
AL,Coqueiro Seco,2702207,1976,661,302,50,25,1038,1240,0
AL,Coruripe,2702306,1976,5246,0,169,225,5640,6917,0
AL,Delmiro Gouveia,2702405,1976,3810,3020,260,151,7241,9105,0
AL,Dois Riachos,2702504,1976,852,781,26,28,1687,2020,0
AL,Feira Grande,2702603,1976,2609,0,30,22,2661,3210,0
AL,Feliz Deserto,2702702,1976,453,0,6,7,466,541,0
AL,Flexeiras,2702801,1976,1788,0,310,132,2230,3787,0
AL,Girau de Ponciano,2702900,1976,2205,1384,148,58,3795,4243,0
AL,Ibateguara,2703007,1976,1027,621,59,64,1771,2187,0
AL,Igaci,2703106,1976,2497,0,51,30,2578,3819,0
AL,Igreja Nova,2703205,1976,3027,0,89,114,3230,4185,0
AL,Inhapi,2703304,1976,1272,1177,96,52,2597,3624,0
AL,Jacaré dos Homens,2703403,1976,533,0,36,10,579,709,0
AL,Jacuípe,2703502,1976,1117,0,22,27,1166,1453,0
AL,Japaratinga,2703601,1976,607,0,8,4,619,744,0
AL,Jaramataia,2703700,1976,364,306,16,9,695,789,0
AL,Joaquim Gomes,2703809,1976,2043,0,97,61,2201,3025,0
AL,Jundiá,2703908,1976,1089,626,40,51,1806,2148,0
AL,Junqueiro,2704005,1976,3519,0,211,130,3860,4620,0
AL,Lagoa da Canoa,2704104,1976,1648,824,72,74,2618,3350,0
AL,Limoeiro de Anadia,2704203,1976,2069,0,10,79,2158,2561,0
AL,Maceió,2704302,1976,NA,NA,NA,NA,NA,112312,1
AL,Major Isidoro,2704401,1976,3228,0,800,29,4057,5040,0
AL,Maragogi,2704500,1976,634,1228,22,27,1911,2335,0
AL,Maravilha,2704609,1976,1719,0,31,15,1765,2112,0
AL,Marechal Deodoro,2704708,1976,1913,1721,115,78,3827,4473,0
AL,Maribondo,2704807,1976,1647,1660,74,86,3467,4586,0
AL,Mar Vermelho,2704906,1976,734,481,47,72,1334,1881,0
AL,Mata Grande,2705002,1976,3644,0,39,38,3721,5303,0
AL,Matriz de Camaragibe,2705101,1976,1187,1200,183,181,2751,3652,0
AL,Messias,2705200,1976,830,517,141,51,1539,2252,0
AL,Minador do Negrão,2705309,1976,555,0,419,12,986,1359,0
AL,Monteirópolis,2705408,1976,759,0,10,10,779,902,0
AL,Murici,2705507,1976,2981,3040,198,216,6435,7937,0
AL,Novo Lino,2705606,1976,1051,1008,42,98,2199,2768,0
AL,Olho D'Água das Flores,2705705,1976,1935,986,63,59,3043,3792,0
AL,Olho D'Água do Casado,2705804,1976,536,0,163,7,706,900,0
AL,Olho D'Água Grande,2705903,1976,1327,0,45,25,1397,1617,0
AL,Olivença,2706000,1976,1009,0,80,673,1762,2123,0
AL,Ouro Branco,2706109,1976,985,633,32,34,1684,1899,0
AL,Palestina,2706208,1976,861,0,16,12,889,1084,0
AL,Palmeira dos Indios,2706307,1976,9112,4575,139,352,14178,18049,0
AL,Pão de Açúcar,2706406,1976,3026,0,364,579,3969,5088,0
AL,Passo de Camaragibe,2706505,1976,1013,0,393,58,1464,1776,0
AL,Paulo Jacinto,2706604,1976,981,931,63,57,2032,2694,0
AL,Penedo,2706703,1976,5143,2053,121,126,7443,9275,0
AL,Piaçabuçu,2706802,1976,3326,0,104,87,3517,4301,0
AL,Pilar,2706901,1976,2302,2347,151,158,4958,6079,0
AL,Pindoba,2707008,1976,623,211,41,55,930,1408,0
AL,Piranhas,2707107,1976,896,0,75,20,991,1237,0
AL,Poço das Trincheiras,2707206,1976,1139,1154,97,55,2445,2823,0
AL,Porto Calvo,2707305,1976,2093,1660,145,149,4047,4764,0
AL,Porto de Pedras,2707404,1976,703,691,47,31,1472,1705,0
AL,Porto Real do Colégio,2707503,1976,1220,2454,89,77,3840,5010,0
AL,Quebrângulo,2707602,1976,2045,0,58,46,3049,4038,0
AL,Rio Largo,2707701,1976,4727,6427,537,427,12118,15317,0
AL,Roteiro,2707800,1976,153,126,5,7,291,323,0
AL,Santa Luzia do Norte,2707909,1976,551,202,25,14,792,972,0
AL,Santana do Ipanema,2708006,1976,5044,0,1051,679,6774,8440,0
AL,Santana do Mundaú,2708105,1976,2045,0,94,38,2177,2862,0
AL,São Braz,2708204,1976,661,534,13,10,1218,1418,0
AL,São José da Lage,2708303,1976,2056,1780,146,120,4102,5029,0
AL,São José da Tapera,2708402,1976,1866,0,219,13,2098,2565,0
AL,São Luiz do Quitunde,2708501,1976,1139,2206,222,164,3731,4635,0
AL,São Miguel dos Campos,2708600,1976,3559,2743,288,341,6931,8282,0
AL,São Miguel dos Milagres,2708709,1976,1263,0,17,26,1306,1485,0
AL,São Sebastião,2708808,1976,1716,610,81,45,2452,2923,0
AL,Satuba,2708907,1976,720,770,75,59,1624,2042,0
AL,Tanque d'Arca,2709004,1976,473,370,12,44,899,1354,0
AL,Taquarana,2709103,1976,1918,0,7,89,2014,2506,0
AL,Traipu,2709202,1976,2658,0,706,209,3573,4545,0
AL,União dos Palmares,2709301,1976,4550,3911,155,81,8697,11159,0
AL,Viçosa,2709400,1976,4077,346,148,232,4803,5992,0
SE,Amparo de São Francisco,2800100,1976,300,273,5,3,581,771,0
SE,Aquidabã,2800209,1976,4985,0,146,53,5184,6011,0
SE,Aracaju,2800308,1976,NA,NA,NA,NA,NA,NA,1
SE,Arauá,2800407,1976,587,0,259,8,854,1164,0
SE,Areia Branca,2800506,1976,1061,0,95,40,1196,1432,0
SE,Barra dos Coqueiros,2800605,1976,1042,1065,110,114,2331,3174,0
SE,Boquim,2800670,1976,3102,2606,189,139,6036,6864,0
SE,Brejo Grande,2800704,1976,1413,0,36,17,1466,2029,0
SE,Campo do Brito,2801009,1976,2298,334,75,85,2792,3535,0
SE,Canhoba,2801108,1976,493,458,23,16,990,1200,0
SE,Canindé de São Francisco,2801207,1976,365,270,14,11,660,776,0
SE,Capela,2801306,1976,4713,457,142,184,5496,6361,0
SE,Carira,2801405,1976,1584,1276,64,50,2974,3564,0
SE,Carmópolis,2801504,1976,720,656,39,18,1433,1689,0
SE,Cedro de São João,2801603,1976,1000,913,20,19,1952,2065,0
SE,Cristinápolis,2801702,1976,1546,0,61,12,1619,1925,0
SE,Cumbe,2801900,1976,648,0,7,6,661,806,0
SE,Divina Pastora,2802007,1976,414,0,164,56,634,738,0
SE,Estância,2802106,1976,4624,3816,200,319,8959,10602,0
SE,Feira Nova,2802205,1976,1086,0,12,13,1111,1270,0
SE,Frei Paulo,2802304,1976,1430,721,35,40,2226,2594,0
SE,Gararu,2802403,1976,933,765,45,28,1771,1920,0
SE,General Maynard,2802502,1976,596,0,13,12,621,801,0
SE,Gracho Cardoso,2802601,1976,635,691,27,10,1363,1565,0
SE,Ilha das Flores,2802700,1976,703,1011,28,24,1766,1998,0
SE,Indiaroba,2802809,1976,1856,0,79,52,1987,2373,0
SE,Itabaiana,2802908,1976,9385,103,203,213,9904,11422,0
SE,Itabaianinha,2803005,1976,3001,2962,125,144,6232,7568,0
SE,Itabi,2803104,1976,1468,0,37,35,1540,1936,0
SE,Itaporanga d'Ajuda,2803203,1976,1904,1256,176,141,3477,4342,0
SE,Japaratuba,2803302,1976,1687,0,85,53,1825,2171,0
SE,Japoatã,2803401,1976,2132,0,40,27,2199,2750,0
SE,Lagarto,2803500,1976,11916,0,151,170,12237,14076,0
SE,Laranjeiras,2803609,1976,2166,0,824,66,3056,3788,0
SE,Macambira,2803708,1976,1227,0,13,8,1248,1530,0
SE,Malhada dos Bois,2803807,1976,421,438,54,6,919,1009,0
SE,Malhador,2803906,1976,1064,726,27,37,1854,2088,0
SE,Maruim,2804003,1976,2479,266,94,97,2936,3424,0
SE,Moita Bonita,2804102,1976,878,540,28,29,1475,1769,0
SE,Monte Alegre de Sergipe,2804201,1976,1657,0,34,20,1711,2101,0
SE,Muribeca,2804300,1976,1380,0,64,44,1488,1760,0
SE,Neópolis,2804409,1976,2160,1810,53,63,4086,4916,0
SE,Nossa Senhora Aparecida,2804458,1976,876,634,28,34,1572,1966,0
SE,Nossa Senhora da Glória,2804508,1976,2530,1345,121,59,4055,4547,0
SE,Nossa Senhora das Dores,2804607,1976,3532,0,80,48,3660,4165,0
SE,Nossa Senhora de Lourdes,2804706,1976,557,323,21,11,912,1029,0
SE,Nossa Senhora do Socorro,2804805,1976,1030,1015,59,90,2194,2545,0
SE,Pacatuba,2804904,1976,1347,0,44,7,1398,2204,0
SE,Pedra Mole,2805000,1976,168,164,11,4,347,420,0
SE,Pedrinhas,2805109,1976,1266,0,36,16,1318,1528,0
SE,Pinhão,2805208,1976,548,208,15,8,779,974,0
SE,Pirambu,2805307,1976,554,0,9,5,568,671,0
SE,Poço Redondo,2805406,1976,1672,0,46,12,1730,1980,0
SE,Poço Verde,2805505,1976,1847,0,10,6,1863,1990,0
SE,Porto da Folha,2805604,1976,3702,0,107,45,3854,4322,0
SE,Propriá,2805703,1976,3500,2642,117,19,6278,8154,0
SE,Riachão do Dantas,2805802,1976,2761,939,131,143,3974,4715,0
SE,Riachuelo,2805901,1976,2080,0,76,46,2202,2441,0
SE,Ribeirópolis,2806008,1976,1290,804,25,31,2150,2596,0
SE,Rosário do Catete,2806107,1976,861,324,62,42,1289,1793,0
SE,Salgado,2806206,1976,1358,1031,36,58,2483,2797,0
SE,Santa Luzia do Itanhy,2806305,1976,1034,0,290,40,1364,1839,0
SE,Santa Rosa de Lima,2806503,1976,431,548,26,24,1029,1148,0
SE,Santo Amaro das Brotas,2806602,1976,1099,0,344,14,1457,1760,0
SE,São Cristóvão,2806701,1976,2091,2310,93,115,4609,5399,0
SE,São Domingos,2806800,1976,1246,0,12,12,1270,1572,0
SE,São Francisco,2806909,1976,510,0,79,0,589,749,0
SE,São Miguel do Aleixo,2807006,1976,1030,0,10,8,1048,1234,0
SE,Simão Dias,2807105,1976,6624,0,50,82,6756,7032,0
SE,Siriri,2807204,1976,995,149,22,31,1197,1356,0
SE,Telha,2807303,1976,312,353,5,5,675,793,0
SE,Tobias Barreto,2807402,1976,8435,0,95,37,8567,9598,0
SE,Tomar do Geru,2807501,1976,956,1249,69,42,2316,2720,0
SE,Umbaúba,2807600,1976,1017,1003,43,28,2091,2427,0
BA,Abaíra,2900108,1976,1622,0,495,31,2148,3071,0
BA,Abaré,2900207,1976,1398,0,294,15,1707,2883,0
BA,Acajutiba,2900306,1976,2951,0,23,26,3000,5074,0
BA,Água Fria,2900405,1976,2015,0,286,127,2428,3682,0
BA,Água Quente,2900504,1976,1993,0,12,4,2009,2215,0
BA,Aiquara,2900603,1976,636,0,82,50,768,1147,0
BA,Alagoinhas,2900702,1976,15850,7848,507,1118,25323,30871,0
BA,Alcobaça,2900801,1976,6614,0,1250,110,7974,9615,0
BA,Almadina,2900900,1976,1247,315,27,46,1635,2942,0
BA,Amargosa,2901007,1976,6165,0,74,46,6285,7480,0
BA,Amélia Rodrigues,2901106,1976,4548,178,91,188,5005,5589,0
BA,Anagé,2901205,1976,5562,0,302,193,6057,6818,0
BA,Andaraí,2901304,1976,2830,0,40,47,2917,3775,0
BA,Angical,2901403,1976,1568,664,50,27,2309,2600,0
BA,Anguera,2901502,1976,2333,0,78,42,2453,2862,0
BA,Antas,2901601,1976,6102,123,48,55,6328,7719,0
BA,Antônio Cardoso,2901700,1976,1518,1285,52,62,2917,3902,0
BA,Antônio Gonçalves,2901809,1976,1453,0,356,47,1856,3082,0
BA,Aporá,2901908,1976,2737,0,57,30,2824,4291,0
BA,Aracatu,2902005,1976,2915,0,37,80,3032,4281,0
BA,Araci,2902104,1976,3631,483,105,88,4307,5059,0
BA,Aramari,2902203,1976,2293,0,45,52,2390,2719,0
BA,Aratuípe,2902302,1976,1675,0,49,43,1767,2066,0
BA,Aurelino Leal,2902401,1976,2089,1059,83,174,3405,4777,0
BA,Baianópolis,2902500,1976,734,770,7,14,1525,3000,0
BA,Baixa Grande,2902609,1976,2219,1509,65,40,3833,6256,0
BA,Barra,2902708,1976,8028,0,108,49,8185,10636,0
BA,Barra da Estiva,2902807,1976,2456,0,23,10,2489,2733,0
BA,Barra do Choça,2902906,1976,1521,1101,51,21,2694,3101,0
BA,Barra do Mendes,2903003,1976,1949,520,104,130,2703,4649,0
BA,Barra do Rocha,2903102,1976,897,0,167,185,1249,1758,0
BA,Governador Balbino,2903201,1976,4148,3495,113,188,7944,11100,0
BA,Governador Lomanto Júnior,2903300,1976,1896,0,65,60,2021,3064,0
BA,Belmonte,2903409,1976,2047,2066,93,124,4330,6645,0
BA,Belo Campo,2903508,1976,2113,0,294,54,2461,3700,0
BA,Biritinga,2903607,1976,2238,0,37,252,2527,3005,0
BA,Boa Nova,2903706,1976,3348,0,48,43,3439,4468,0
BA,Boa Vista do Tupim,2903805,1976,2418,0,73,38,2529,2721,0
BA,Bom Jesus da Lapa,2903904,1976,9380,1440,185,163,11168,16464,0
BA,Boninal,2904001,1976,1622,0,116,79,1817,2435,0
BA,Boquira,2904100,1976,3242,0,376,898,4516,6036,0
BA,Botuporã,2904209,1976,5571,0,36,54,5661,7801,0
BA,Brejões,2904308,1976,2444,0,33,20,2497,3206,0
BA,Brejolândia,2904407,1976,2332,0,27,21,2380,3100,0
BA,Brotas de Macaúbas,2904506,1976,4007,0,45,75,4127,5365,0
BA,Brumado,2904605,1976,5421,6125,117,348,12011,14634,0
BA,Buerarema,2904704,1976,10012,0,183,165,10360,15484,0
BA,Caatiba,2904803,1976,892,0,139,27,1058,1313,0
BA,Cachoeira,2904902,1976,7109,802,210,508,8629,10562,0
BA,Caculé,2905008,1976,4912,0,73,24,5009,6026,0
BA,Anselmo da Fonseca,2905107,1976,2420,0,37,44,2501,3345,0
BA,Caetité,2905206,1976,11216,0,243,114,11573,14793,0
BA,Cafarnaum,2905305,1976,4041,0,44,93,4178,6032,0
BA,Cairu,2905404,1976,1043,1103,48,28,2222,2659,0
BA,Caldeirão Grande,2905503,1976,1401,1087,26,5,2519,3271,0
BA,Camaçã,2905602,1976,7466,0,72,98,7636,13940,0
BA,Camaçari,2905701,1976,NA,NA,NA,NA,NA,15742,1
BA,Camamu,2905800,1976,5630,0,167,129,5926,7052,0
BA,Campo Alegre de Lourdes,2905909,1976,2022,986,60,36,3104,4752,0
BA,Campo Formoso,2906006,1976,11909,0,303,45,12257,16670,0
BA,Canápolis,2906105,1976,1404,0,169,78,1651,2421,0
BA,Canarana,2906204,1976,6579,0,74,37,6690,9143,0
BA,Canavieiras,2906303,1976,8001,0,59,97,8157,12062,0
BA,Candeal,2906402,1976,1708,206,73,71,2058,2797,0
BA,Candeias,2906501,1976,NA,NA,NA,NA,NA,20417,1
BA,Candiba,2906600,1976,2547,0,429,514,3490,4762,0
BA,Cândido Sales,2906709,1976,8320,0,167,100,8587,12616,0
BA,Cansanção,2906808,1976,3982,0,66,17,4065,5080,0
BA,Caravelas,2906907,1976,3150,2479,108,74,5811,7860,0
BA,Cardeal da Silva,2907004,1976,1298,0,31,21,1350,2042,0
BA,Carinhanha,2907103,1976,4457,60,65,96,4678,7006,0
BA,Casa Nova,2907202,1976,NA,NA,NA,NA,NA,8027,1
BA,Castro Alves,2907301,1976,11473,0,235,200,11908,16114,0
BA,Catolândia,2907400,1976,359,491,9,8,867,1500,0
BA,Catu,2907509,1976,7302,2695,274,624,10895,12334,0
BA,Central,2907608,1976,3598,0,50,88,3736,5140,0
BA,Chorrochó,2907707,1976,3081,0,31,36,3148,4082,0
BA,Cícero Dantas,2907806,1976,9016,33,100,85,9234,11567,0
BA,Cipó,2907905,1976,NA,NA,NA,NA,NA,2916,1
BA,Coaraci,2908002,1976,3072,2901,65,112,6150,10552,0
BA,Cocos,2908101,1976,4301,0,57,130,4488,7364,0
BA,Conceição da Feira,2908200,1976,1764,1473,79,202,3518,4164,0
BA,Conceição do Almeida,2908309,1976,4964,0,100,101,5165,6430,0
BA,Conceição do Coité,2908408,1976,11297,0,176,124,11597,14447,0
BA,Conceição do Jacuípe,2908507,1976,5165,118,86,140,5509,6592,0
BA,Conde,2908606,1976,2140,0,374,197,2711,3524,0
BA,Condeúba,2908705,1976,6843,0,69,45,6957,9228,0
BA,Contendas do Sincorá,2908804,1976,940,739,19,26,1724,2346,0
BA,Coração de Maria,2908903,1976,4601,0,51,90,4742,5585,0
BA,Cordeiros,2909000,1976,1918,0,14,18,1950,2592,0
BA,Coribe,2909109,1976,5710,0,63,50,5823,6804,0
BA,Coronel João Sá,2909208,1976,2010,0,16,9,2035,2412,0
BA,Correntina,2909307,1976,4730,868,92,74,5764,7971,0
BA,Cotegipe,2909406,1976,2803,0,776,135,3714,6488,0
BA,Cravelândia,2909505,1976,459,609,26,18,1112,1470,0
BA,Crisópolis,2909604,1976,2667,0,46,48,2761,3299,0
BA,Cristópolis,2909703,1976,2106,0,27,7,2140,2800,0
BA,Cruz das Almas,2909802,1976,3840,6820,211,214,11085,12934,0
BA,Curaçá,2909901,1976,5617,0,72,59,5748,11033,0
BA,Dário Meira,2910008,1976,2643,0,35,19,2697,3536,0
BA,Dom Basílio,2910107,1976,1166,679,19,15,1879,2487,0
BA,Dom Macedo Costa,2910206,1976,1251,0,407,46,1704,2147,0
BA,Elísio Medrado,2910305,1976,1983,0,35,14,2032,2757,0
BA,Encruzilhada,2910404,1976,4830,0,118,58,5006,7247,0
BA,Entre Rios,2910503,1976,6572,0,161,100,6833,10054,0
BA,Esplanada,2910602,1976,4825,0,168,92,5085,8030,0
BA,Euclides da Cunha,2910701,1976,10439,0,141,76,10656,12963,0
BA,Feira de Santana,2910800,1976,25973,34182,1302,1265,62722,75110,0
BA,Firmino Alves,2910909,1976,1278,0,9,17,1304,1739,0
BA,Floresta Azul,2911006,1976,2104,1150,18,82,3354,4588,0
BA,Formosa do Rio Preto,2911105,1976,1705,0,9,5,1719,2258,0
BA,Gandu,2911204,1976,3683,1880,157,226,5946,7547,0
BA,Gentio do Ouro,2911303,1976,2868,0,69,45,2982,3985,0
BA,Glória,2911402,1976,2394,0,43,50,2487,2913,0
BA,Gongogi,2911501,1976,2189,0,26,36,2251,3561,0
BA,Governador Mangabeira,2911600,1976,2828,0,56,52,2936,3292,0
BA,Guanambi,2911709,1976,13929,0,157,147,14233,16678,0
BA,Guaratinga,2911808,1976,0,3515,56,42,3613,5979,0
BA,Iaçu,2911907,1976,2407,1972,160,165,4704,5043,0
BA,Ibiassucê,2912004,1976,1622,0,97,0,1719,2253,0
BA,Ibicaraí,2912103,1976,8616,0,91,74,8781,12270,0
BA,Ibicoara,2912202,1976,1239,0,14,12,1265,1795,0
BA,Ibicuí,2912301,1976,1763,828,24,27,2642,3861,0
BA,Ibipeba,2912400,1976,3118,0,60,108,3286,4681,0
BA,Ibipitanga,2912509,1976,3094,0,32,38,3164,4321,0
BA,Ibiquera,2912608,1976,1150,26,14,22,1212,1217,0
BA,Ibirapitanga,2912707,1976,1337,1249,43,112,2741,4237,0
BA,Ibirapoã,2912806,1976,5520,0,83,49,5652,7301,0
BA,Ibirataia,2912905,1976,1953,0,453,409,2815,3573,0
BA,Ibitiara,2913002,1976,4028,0,292,33,4353,6405,0
BA,Ibititá,2913101,1976,3772,0,52,105,3929,5424,0
BA,Ibotirama,2913200,1976,4724,0,58,21,4803,6792,0
BA,Ichu,2913309,1976,2102,0,13,31,2146,2659,0
BA,Igaporã,2913408,1976,2434,0,268,11,2713,4695,0
BA,Iguaí,2913507,1976,5554,0,37,30,5621,7347,0
BA,Ilhéus,2913606,1976,10069,14063,511,1302,25945,33939,0
BA,Inhambupe,2913705,1976,2915,1969,129,147,5160,6905,0
BA,Ipecaetá,2913804,1976,2185,2211,66,40,4502,6603,0
BA,Ipiaú,2913903,1976,2859,4733,162,379,8133,10192,0
BA,Ipirá,2914000,1976,14918,0,276,147,15341,21353,0
BA,Ipupiara,2914109,1976,1433,1231,51,77,2792,3678,0
BA,Irajuba,2914208,1976,2043,0,31,20,2094,2405,0
BA,Iramaia,2914307,1976,2282,0,26,18,2326,2849,0
BA,Iraquara,2914406,1976,1663,0,137,22,1822,2523,0
BA,Irará,2914505,1976,2666,2449,109,159,5383,6577,0
BA,Irecê,2914604,1976,19682,0,305,373,20360,27935,0
BA,Itaberaba,2914703,1976,4541,4339,155,262,9297,10435,0
BA,Itabuna,2914802,1976,15145,16462,481,898,32986,49486,0
BA,Itacaré,2914901,1976,933,824,37,61,1855,2455,0
BA,Itaeté,2915007,1976,1423,345,59,53,1880,2150,0
BA,Itagi,2915106,1976,2240,0,522,84,2846,3684,0
BA,Itagibá,2915205,1976,2882,0,66,60,3008,3802,0
BA,Itagimirim,2915304,1976,1368,851,59,57,2335,3089,0
