uf,municipality,ibge_code,year,arena_votes,mdb_votes,blank_votes,null_votes,total_votes,electorate,appointed_mayor
AM,Japurá,1302108,1976,NA,NA,NA,NA,NA,658,1
AM,Juruá,1302207,1976,224,0,8,3,235,432,0
AM,Jutaí,1302306,1976,297,183,25,13,518,704,0
AM,Lábrea,1302405,1976,1744,1292,34,39,3100,3982,0
AM,Manacapuru,1302504,1976,4592,2948,298,345,8183,11907,0
AM,Manaus,1302603,1976,NA,NA,NA,NA,NA,169243,1
AM,Manicoré,1302702,1976,2645,701,64,67,3477,5971,0
AM,Maraã,1302801,1976,266,0,88,79,433,1322,0
AM,Maués,1302900,1976,6916,0,26,138,7080,8821,0
AM,Nhamundá,1303007,1976,1262,712,31,28,2033,2378,0
AM,Nova Olinda do Norte,1303106,1976,806,404,15,25,1250,1891,0
AM,Novo Airão,1303205,1976,509,556,24,29,1118,1944,0
AM,Novo Aripuanã,1303304,1976,753,104,10,7,874,1203,0
AM,Parintins,1303403,1976,8988,2152,169,194,11503,14804,0
AM,Pauini,1303502,1976,565,0,54,5,624,1079,0
AM,Santa Isabel do Rio Negro,1303601,1976,NA,NA,NA,NA,NA,426,1
AM,Santo Antônio do Içá,1303700,1976,NA,NA,NA,NA,NA,1632,1
AM,São Gabriel da Cachoeira,1303809,1976,NA,NA,NA,NA,NA,2543,1
AM,São Paulo de Olivença,1303908,1976,NA,NA,NA,NA,NA,2472,1
AM,Silves,1304005,1976,541,0,194,36,771,1210,0
AM,Tapauá,1304104,1976,336,0,40,4,380,660,0
AM,Tefé,1304203,1976,3836,386,52,264,4538,6860,0
AM,Urucará,1304302,1976,1989,0,29,9,2027,2461,0
AM,Urucurituba,1304401,1976,1759,0,37,16,1812,4680,0
RR,Boa Vista,1400100,1976,NA,NA,NA,NA,NA,17143,1
RR,Caracaraí,1400209,1976,NA,NA,NA,NA,NA,958,1
PA,Abaetetuba,1500107,1976,12628,1420,255,322,14625,18900,0
PA,Acará,1500206,1976,3928,1001,167,155,5251,7019,0
PA,Afuá,1500305,1976,2544,405,88,55,3092,4831,0
PA,Alenquer,1500404,1976,5273,4312,180,142,9907,16089,0
PA,Almeirim,1500503,1976,NA,NA,NA,NA,NA,2725,1
PA,Altamira,1500602,1976,NA,NA,NA,NA,NA,13038,1
PA,Anajás,1500701,1976,858,253,22,16,1149,2399,0
PA,Ananindeua,1500800,1976,7843,0,910,416,9169,11267,0
PA,Augusto Corrêa,1500909,1976,4224,808,130,127,5289,6670,0
PA,Aveiro,1501006,1976,940,202,25,22,1189,2085,0
PA,Bagre,1501105,1976,446,336,24,19,825,1084,0
PA,Baião,1501204,1976,3350,0,44,52,3446,3862,0
PA,Barcarena,1501303,1976,4196,265,175,197,4833,7117,0
PA,Belém,1501402,1976,NA,NA,NA,NA,NA,366522,1
PA,Benevides,1501501,1976,3904,0,352,290,4546,6493,0
PA,Bonito,1501600,1976,2391,0,75,19,2485,3466,0
PA,Bragança,1501709,1976,17622,3096,684,812,22214,36172,0
PA,Breves,1501808,1976,4037,1451,183,206,5877,8533,0
PA,Bujaru,1501907,1976,3204,2576,202,142,6124,8743,0
PA,Cachoeira do Arari,1502004,1976,2492,0,781,84,3357,4706,0
PA,Cametá,1502103,1976,6922,4700,549,469,12640,15482,0
PA,Capanema,1502202,1976,9888,1455,194,198,11745,14427,0
PA,Capitão Poço,1502301,1976,7470,0,125,174,7769,9119,0
PA,Castanhal,1502400,1976,6810,6370,380,715,14275,18362,0
PA,Chaves,1502509,1976,1932,590,80,52,2654,3836,0
PA,Colares,1502608,1976,1302,368,82,49,1801,2207,0
PA,Conceição do Araguaia,1502707,1976,9306,1693,336,221,11556,14886,0
PA,Curralinho,1502806,1976,831,590,74,66,1561,2922,0
PA,Curuçá,1502905,1976,8807,203,209,246,9465,11263,0
PA,Faro,1503002,1976,1480,500,27,28,2035,2916,0
PA,Gurupá,1503101,1976,2005,0,55,27,2087,4294,0
PA,Igarapé-Açu,1503200,1976,6318,0,139,141,6598,7797,0
PA,Igarapé-Mirim,1503309,1976,3628,3699,219,243,7789,9232,0
PA,Inhangapi,1503408,1976,1065,408,45,71,1589,2357,0
PA,Irituia,1503507,1976,9922,934,315,482,11653,15258,0
PA,Itaituba,1503606,1976,NA,NA,NA,NA,NA,4912,1
PA,Itupiranga,1503705,1976,1163,0,41,134,1338,1972,0
PA,Jacundá,1503804,1976,1022,0,61,27,1110,1433,0
PA,Juriti,1503903,1976,1461,2135,106,31,3733,4571,0
PA,Limoeiro do Ajuru,1504000,1976,1607,0,55,13,1675,2106,0
PA,Magalhães Barata,1504109,1976,2043,116,28,18,2205,2587,0
PA,Marabá,1504208,1976,NA,NA,NA,NA,NA,11045,1
PA,Maracanã,1504307,1976,3693,3301,177,346,7517,11140,0
PA,Marapanim,1504406,1976,4619,838,274,222,5953,7805,0
PA,Melgaço,1504505,1976,921,252,51,29,1253,1574,0
PA,Mocajuba,1504604,1976,2685,47,40,73,2845,4281,0
PA,Moju,1504703,1976,3601,0,82,114,3797,4475,0
PA,Monte Alegre,1504802,1976,NA,NA,NA,NA,NA,10748,1
PA,Muaná,1504901,1976,4537,0,99,51,4687,5650,0
PA,Nova Timboteua,1505007,1976,3721,93,85,75,3974,5039,0
PA,Óbidos,1505106,1976,NA,NA,NA,NA,NA,11197,1
PA,Oeiras do Pará,1505205,1976,1200,157,14,14,1385,1809,0
PA,Oriximiná,1505304,1976,NA,NA,NA,NA,NA,6788,1
PA,Ourém,1505403,1976,5969,64,142,113,6288,7663,0
PA,Paragominas,1505502,1976,4886,2674,274,292,8126,10374,0
PA,Peixe-Boi,1505601,1976,2412,462,50,24,2498,3657,0
PA,Ponta de Pedras,1505700,1976,3701,0,101,121,3923,5330,0
PA,Portel,1505809,1976,1892,0,125,15,2032,2594,0
PA,Porto de Moz,1505908,1976,1442,0,28,10,1480,1767,0
PA,Prainha,1506005,1976,1717,0,781,123,2621,3719,0
PA,Primavera,1506104,1976,6162,102,116,95,6475,7438,0
PA,Salinópolis,1506203,1976,NA,NA,NA,NA,NA,3607,1
PA,Salvaterra,1506302,1976,1757,0,501,3,2261,2727,0
PA,Santa Cruz do Arari,1506401,1976,1499,0,25,21,1545,2263,0
PA,Santa Izabel do Pará,1506500,1976,1963,2513,239,347,5062,8736,0
PA,Santa Maria do Pará,1506609,1976,5927,0,257,114,6298,8096,0
PA,Santana do Araguaia,1506708,1976,452,766,29,24,1271,1746,0
PA,Santarém,1506807,1976,NA,NA,NA,NA,NA,54066,1
PA,Santarém Novo,1506906,1976,1031,686,50,61,1828,3120,0
PA,Santo Antônio do Tauá,1507003,1976,1473,1431,121,122,3147,3623,0
PA,São Caetano de Odivelas,1507102,1976,4585,0,100,42,4727,5337,0
PA,São Domingos do Capim,1507201,1976,3867,2964,225,418,7474,9511,0
PA,São Félix do Xingu,1507300,1976,285,0,17,5,307,364,0
PA,São Francisco do Pará,1507409,1976,2919,1534,167,229,4849,6452,0
PA,São João do Araguaia,1507508,1976,4761,0,164,166,5091,6971,0
PA,São Miguel do Guamá,1507607,1976,3073,2612,192,93,5970,7818,0
PA,São Sebastião da Boa vista,1507706,1976,3626,0,55,80,3761,4694,0
PA,Senador José Porffrio,1507805,1976,437,0,86,113,636,827,0
PA,Soure,1507904,1976,4355,0,101,63,4519,5242,0
PA,Tomé-Açu,1508001,1976,3186,2797,106,134,6223,7462,0
PA,Tucuruí,1508100,1976,2576,1921,175,114,4786,6115,0
PA,Vigia,1508209,1976,5806,1181,172,156,7315,8410,0
PA,Vizeu,1508308,1976,4703,3851,223,150,8927,10849,0
AP,Amapá,1600105,1976,NA,NA,NA,NA,NA,1435,1
AP,Calçoene,1600204,1976,NA,NA,NA,NA,NA,443,1
AP,Macapá,1600303,1976,NA,NA,NA,NA,NA,34850,1
AP,Mazagão,1600402,1976,NA,NA,NA,NA,NA,1979,1
AP,Oiapoque,1600501,1976,NA,NA,NA,NA,NA,1201,1
GO,Almas,1700400,1976,801,515,29,9,1354,1621,0
GO,Alvorada,1700707,1976,1001,0,19,6,1026,1474,0
GO,Ananás,1701002,1976,988,1282,48,11,2329,3086,0
GO,Araguacema,1701903,1976,657,1097,36,68,1858,3159,0
GO,Araguaçu,1702000,1976,1682,0,886,14,2582,3372,0
GO,Araguaína,1702109,1976,8803,5707,334,487,15331,20428,0
GO,Araguatins,1702208,1976,2957,2146,150,142,5395,7520,0
GO,Arapoema,1702307,1976,3018,581,108,75,3782,4859,0
GO,Arraias,1702406,1976,1696,1351,76,94,3217,4810,0
GO,Aurora do Norte,1702703,1976,1017,0,7,10,1034,1136,0
GO,Axixá de Goiás,1702901,1976,2980,208,61,31,3280,4642,0
GO,Babaçulândia,1703008,1976,4036,1167,155,78,5436,6908,0
GO,Brejinho de Nazaré,1703701,1976,646,659,26,10,1341,1576,0
GO,Colinas de Goiás,1705508,1976,3543,2618,473,247,6881,9002,0
GO,Conceição do Norte,1705607,1976,643,0,5,7,655,782,0
GO,Couto de Magalhães,1706001,1976,470,193,6,46,715,907,0
GO,Cristalândia,1706100,1976,2127,800,49,50,3026,4027,0
GO,Dianópolis,1707009,1976,1469,1281,48,13,2831,3317,0
GO,Dois Irmãos,1707207,1976,775,1228,47,25,2075,2490,0
GO,Duerê,1707306,1976,690,547,28,29,1294,1573,0
GO,Filadélfia,1707702,1976,3326,902,133,80,4441,5390,0
GO,Formoso do Araguaia,1708205,1976,540,629,26,0,1195,1681,0
GO,Goiatins,1709005,1976,3356,0,100,23,3479,4612,0
GO,Guaraí,1709302,1976,3375,1120,129,223,4847,7284,0
GO,Gurupi,1709500,1976,3436,3355,131,139,7061,9301,0
GO,Itacajá,1710508,1976,3162,601,88,33,3884,4615,0
GO,Itaguatins,1710706,1976,3302,240,83,53,3678,4739,0
GO,Itaporã,1711100,1976,413,349,15,9,786,1283,0
GO,Lizarda,1712405,1976,921,1480,50,22,2473,3366,0
GO,Miracema do Norte,1713205,1976,4730,1074,154,134,6092,10861,0
GO,Miranorte,1713304,1976,1490,1346,60,57,2953,3691,0
GO,Monte do Carmo,1713601,1976,538,367,17,9,931,1048,0
GO,Natividade,1714203,1976,1312,1427,69,45,2853,3453,0
GO,Nazaré,1714302,1976,1473,1719,101,25,3318,4195,0
GO,Novo Acordo,1715101,1976,838,966,47,23,1874,2342,0
GO,Paraíso do Norte,1716109,1976,2116,4045,96,72,6329,9025,0
GO,Paranã,1716208,1976,1488,1027,64,64,2643,3192,0
GO,Pedro Afonso,1716505,1976,1622,1500,56,15,3193,4700,0
GO,Peixe,1716604,1976,1654,1267,132,57,3110,4018,0
GO,Pequizeiro,1716653,1976,3261,130,121,207,3719,4905,0
GO,Pindorama,1717008,1976,474,628,16,8,1126,1410,0
GO,Pium,1717503,1976,817,993,27,32,1869,2728,0
GO,Ponte Alta do Bom Jesus,1717800,1976,1372,0,24,33,1429,1601,0
GO,Ponte Alta do Norte,1717909,1976,1267,380,61,30,1738,2121,0
GO,Porto Nacional,1718204,1976,3480,4410,189,168,8247,10376,0
GO,Presidente Kennedy,1718402,1976,975,574,68,82,1699,2861,0
GO,São Sebastião do Tocantins,1720309,1976,2445,1264,160,104,3973,5039,0
GO,Sítio Novo de Goiás,1720804,1976,2368,81,70,27,2546,3153,0
GO,Taguatinga,1720903,1976,1213,667,69,29,1978,2284,0
GO,Tocantínia,1721109,1976,2500,0,34,33,2567,3208,0
GO,Tocantinópolis,1721208,1976,4309,3469,197,196,8171,10322,0
GO,Xambioá,1722107,1976,2441,1838,98,128,4505,6759,0
MA,Afonso Cunha,2100105,1976,269,0,30,0,299,697,0
MA,Alcântara,2100204,1976,1637,0,116,5,1758,2310,0
MA,Aldeias Altas,2100303,1976,1507,0,208,0,1715,2444,0
MA,Altamira do Maranhão,2100402,1976,2362,0,25,10,2397,3062,0
MA,Alto Parnaíba,2100501,1976,872,1043,26,22,1963,2815,0
MA,Amarante do Maranhão,2100600,1976,2110,0,31,15,2156,2541,0
MA,Anajatuba,2100709,1976,3107,0,62,35,3204,4526,0
MA,Anapurus,2100808,1976,2528,0,50,59,2637,3480,0
MA,Araioses,2100907,1976,3976,4413,310,128,8827,10999,0
MA,Arari,2101004,1976,4288,0,85,35,4408,5955,0
MA,Axixá,2101103,1976,1846,0,60,49,1952,2446,0
MA,Bacabal,2101202,1976,9727,7834,384,224,18169,23664,0
MA,Bacuri,2101301,1976,3030,0,51,36,3117,3713,0
MA,Balsas,2101400,1976,4387,0,65,30,4482,6581,0
MA,Barão de Grajaú,2101509,1976,2994,0,71,49,3114,3925,0
MA,Barra do Corda,2101608,1976,8183,0,2315,343,10841,18300,0
MA,Barreirinhas,2101707,1976,4967,0,62,51,5080,6294,0
MA,Benedito Leite,2101806,1976,835,0,11,4,850,1370,0
MA,Bequimão,2101905,1976,3729,0,861,369,4959,5599,0
MA,Bom Jardim,2102002,1976,6499,0,117,39,6655,8360,0
MA,Brejo,2102101,1976,5359,0,217,51,5627,7153,0
MA,Buriti,2102200,1976,5201,0,173,62,5436,6651,0
MA,Buriti Bravo,2102309,1976,3893,0,59,21,3973,4584,0
MA,Cajapió,2102408,1976,586,1269,59,45,1959,2602,0
MA,Cajari,2102507,1976,3033,0,55,47,3135,3863,0
MA,Cândido Mendes,2102606,1976,2881,0,79,22,2982,3555,0
MA,Cantanhede,2102705,1976,742,1178,69,64,2053,3574,0
MA,Carolina,2102804,1976,7794,222,117,103,8236,11176,0
MA,Carutapera,2102903,1976,2651,0,27,29,2707,3257,0
MA,Caxias,2103000,1976,17832,364,373,307,18876,22315,0
MA,Cedral,2103109,1976,2219,0,54,24,2297,2716,0
MA,Chapadinha,2103208,1976,8520,0,243,117,8880,11636,0
MA,Codó,2103307,1976,7576,2822,276,389,11063,16688,0
MA,Coelho Neto,2103406,1976,1569,0,699,70,2338,3249,0
MA,Colinas,2103505,1976,6427,0,111,38,6576,8133,0
MA,Coroatá,2103604,1976,9327,0,337,212,9876,12890,0
MA,Cururupu,2103703,1976,2065,3125,94,49,5333,7061,0
MA,Dom Pedro,2103802,1976,4084,0,54,36,4174,5358,0
MA,Duque Bacelar,2103901,1976,757,0,51,3,811,1235,0
MA,Esperantinópolis,2104008,1976,4227,0,2127,237,6591,8662,0
MA,Fortaleza dos Nogueiras,2104107,1976,1918,0,24,9,1951,2292,0
MA,Fortuna,2104206,1976,2164,0,16,13,2193,3192,0
MA,Godofredo Viana,2104305,1976,1687,0,42,17,1746,2087,0
MA,Gonçalves Dias,2104404,1976,3839,0,58,18,3915,4640,0
MA,Governador Archer,2104503,1976,2445,0,422,22,2889,3242,0
MA,Eugênio Barros,2104602,1976,2649,1344,107,26,4126,4637,0
MA,Graça Aranha,2104701,1976,1929,0,13,2,1944,2943,0
MA,Grajaú,2104800,1976,5933,0,98,55,6086,7460,0
MA,Guimarães,2104909,1976,1874,527,84,27,2512,3066,0
MA,Humberto de Campos,2105005,1976,4069,0,73,47,4189,4907,0
MA,Icatu,2105104,1976,2554,0,32,49,2635,3203,0
MA,Igarapé Grande,2105203,1976,1996,0,526,50,2572,3050,0
MA,Imperatriz,2105302,1976,26190,0,1094,648,27932,45057,0
MA,Itapecuru - Mirim,2105401,1976,6908,0,248,208,7364,9105,0
MA,João Lisboa,2105500,1976,7927,0,344,88,8359,11688,0
MA,Joselândia,2105609,1976,2493,0,27,26,2546,4316,0
MA,Lago da Pedra,2105708,1976,3258,0,23,7,3288,4075,0
MA,Lago do Junco,2105807,1976,3427,0,90,55,3572,4626,0
MA,Lago Verde,2105906,1976,1966,0,49,13,2028,2441,0
MA,Lima Campos,2106003,1976,3321,0,64,17,3402,4051,0
MA,Loreto,2106102,1976,1817,0,21,53,1891,2217,0
MA,Luís Domingues,2106201,1976,976,0,15,5,996,1144,0
MA,Magalhães de Almeida,2106300,1976,2152,0,67,14,2233,2671,0
MA,Mata Roma,2106409,1976,2301,0,53,21,2375,2935,0
MA,Matinha,2106508,1976,3931,0,55,27,4013,5688,0
MA,Matões,2106607,1976,1273,0,204,25,1502,1863,0
MA,Mirador,2106706,1976,2784,0,77,25,2886,3633,0
MA,Mirinzal,2106805,1976,2288,0,44,23,2355,2774,0
MA,Monção,2106904,1976,8926,901,287,188,10302,15179,0
MA,Montes Altos,2107001,1976,3231,427,79,96,3833,4420,0
MA,Morros,2107100,1976,2265,0,33,23,2321,2746,0
MA,Nina Rodrigues,2107209,1976,822,0,22,13,857,981,0
MA,Nova Iorque,2107308,1976,1574,0,32,12,1618,1941,0
MA,Olho D'Água das Cunhãs,2107407,1976,3024,0,96,72,3192,6007,0
MA,Paço do Lumiar,2107506,1976,2746,874,192,80,3892,5012,0
MA,Palmeirândia,2107605,1976,1302,1254,106,43,2715,3118,0
MA,Paraibano,2107704,1976,4014,0,36,29,4079,5057,0
MA,Parnarama,2107803,1976,3571,0,85,30,3686,4102,0
MA,Passagem Franca,2107902,1976,5628,0,120,94,5842,7076,0
MA,Pastos Bons,2108009,1976,3240,0,112,33,3385,4098,0
MA,Paulo Ramos,2108108,1976,1395,0,472,45,1912,3050,0
MA,Pedreiras,2108207,1976,9822,0,200,115,10137,12892,0
MA,Penalva,2108306,1976,5939,0,164,68,6171,8587,0
MA,Peri - Mirim,2108405,1976,1443,1510,92,78,3123,3747,0
MA,Pindaré - Mirim,2108504,1976,3719,3099,176,156,7150,10706,0
MA,Pinheiro,2108603,1976,6674,3265,517,91,10547,13007,0
MA,Pio XII,2108702,1976,2257,725,70,36,3088,4659,0
MA,Pirapemas,2108801,1976,1934,0,43,15,1992,2325,0
MA,Poção de Pedras,2108900,1976,3092,0,612,30,3734,5455,0
MA,Porto Franco,2109007,1976,3516,0,44,25,3585,4032,0
MA,Presidente Dutra,2109106,1976,8798,0,184,121,9103,12413,0
MA,Presidente Juscelino,2109205,1976,529,0,427,2,958,1135,0
MA,Presidente Vargas,2109304,1976,871,0,5,6,882,1061,0
MA,Primeira Cruz,2109403,1976,1983,2166,84,190,4423,5110,0
MA,Riachão,2109502,1976,1804,2584,76,40,4504,5602,0
MA,Rosário,2109601,1976,6753,0,156,81,6990,8031,0
MA,Sambaíba,2109700,1976,541,0,128,4,673,985,0
MA,Santa Helena,2109809,1976,6015,0,141,55,6211,6966,0
MA,Santa Inês,2109908,1976,11114,0,177,84,11375,14573,0
MA,Santa Luzia,2110005,1976,8739,114,185,192,9230,12957,0
MA,Santa Quitéria do Maranhão,2110104,1976,1555,0,132,77,1764,2264,0
MA,Santa Rita,2110203,1976,2249,0,42,32,2323,2585,0
MA,Santo Antônio dos Lopes,2110302,1976,5448,0,155,38,5641,7259,0
MA,São Benedito do Rio Preto,2110401,1976,1369,0,10,15,1394,1705,0
MA,São Bento,2110500,1976,3020,2844,177,154,6195,7740,0
MA,São Bernardo,2110609,1976,1850,2382,142,57,4431,5092,0
MA,São Domingos do Maranhão,2110708,1976,1907,1619,75,268,3869,6057,0
MA,São Félix de Balsas,2110807,1976,0,0,0,1211,1211,1787,0
MA,São Francisco do Maranhão,2110906,1976,2280,0,49,24,2353,3090,0
MA,São João Batista,2111003,1976,2721,2247,214,96,5280,6552,0
MA,São João dos Patos,2111102,1976,NA,NA,NA,NA,NA,6310,1
MA,São José de Ribamar,2111201,1976,7440,213,341,343,8337,11552,0
MA,São Luís,2111300,1976,NA,NA,NA,NA,NA,122143,1
MA,São Luís Gonzaga do Maranhão,2111409,1976,5810,0,188,67,6065,7533,0
MA,São Mateus do Maranhão,2111508,1976,3377,53,71,39,3540,4535,0
MA,São Raimundo das Mangabeiras,2111607,1976,2139,0,32,27,2198,2875,0
MA,São Vicente Férrer,2111706,1976,1504,735,105,98,2442,3362,0
MA,Sítio Novo,2111805,1976,1366,0,37,8,1411,1685,0
MA,Sucupira do Norte,2111904,1976,2606,0,48,10,2664,3075,0
MA,Tasso Fragoso,2112001,1976,1027,0,22,13,1062,1310,0
MA,Timbiras,2112100,1976,1478,0,29,20,1527,2741,0
MA,Timon,2112209,1976,7811,4148,656,483,13098,15809,0
MA,Tuntum,2112308,1976,9858,0,224,58,10140,12316,0
MA,Turiaçu,2112407,1976,5189,0,95,64,5348,6731,0
MA,Tutóia,2112506,1976,7125,68,201,122,7506,9121,0
MA,Urbano Santos,2112605,1976,3785,0,139,33,3957,4566,0
MA,Vargem Grande,2112704,1976,4120,0,129,109,4358,5904,0
MA,Viana,2112803,1976,9264,0,245,106,9615,12600,0
MA,Vitória do Mearim,2112902,1976,8372,0,292,133,8797,11218,0
MA,Vitorino Freire,2113009,1976,6338,0,90,75,6503,9756,0
PI,Agricolândia,2200103,1976,1104,0,12,38,1154,1321,0
PI,Água Branca,2200202,1976,3274,232,68,134,3708,4306,0
PI,Alto Longá,2200301,1976,6268,0,152,55,6475,7027,0
PI,Altos,2200400,1976,7694,0,358,3049,11101,11155,0
PI,Amarante,2200509,1976,2741,1501,110,57,4409,5524,0
PI,Angical do Piauí,2200608,1976,2109,0,14,23,2146,2556,0
PI,Anísio de Abreu,2200707,1976,1931,0,27,26,1984,2782,0
PI,Antônio Almeida,2200806,1976,974,0,37,9,1020,1403,0
PI,Aroazes,2200905,1976,3064,0,108,77,3249,3951,0
PI,Arraial,2201002,1976,1262,0,33,8,1303,1438,0
PI,Avelino Lopes,2201101,1976,2081,0,36,44,2161,2719,0
PI,Barras,2201200,1976,10608,0,455,206,11269,13233,0
PI,Barreiras do Piauí,2201309,1976,374,0,313,6,693,803,0
PI,Barro Duro,2201408,1976,2051,0,25,87,2163,2265,0
PI,Batalha,2201507,1976,2816,1499,195,69,4579,5261,0
PI,Beneditinos,2201606,1976,3811,0,96,21,3928,4432,0
PI,Bertolínia,2201705,1976,2146,0,14,4,2164,2426,0
PI,Bocaina,2201804,1976,2784,0,43,27,2854,3025,0
PI,Bom Jesus,2201903,1976,3150,0,33,25,3208,3289,0
PI,Buriti dos Lopes,2202000,1976,7234,0,159,53,7446,9520,0
PI,Campinas do Piauí,2202109,1976,1596,0,28,211,1835,2185,0
PI,Campo Maior,2202208,1976,15596,0,363,268,16227,18728,0
PI,Canto do Buriti,2202307,1976,6876,0,77,74,7027,7772,0
PI,Capitão de Campos,2202406,1976,1652,1320,76,43,3091,3409,0
PI,Caracol,2202505,1976,1782,0,14,9,1805,1900,0
PI,Castelo do Piauí,2202604,1976,4151,0,1559,407,6117,7849,0
PI,Cocal,2202703,1976,6865,0,161,38,7064,8765,0
PI,Conceição do Canindé,2202802,1976,2643,0,67,40,2750,3065,0
PI,Corrente,2202901,1976,5022,0,87,64,5173,6070,0
PI,Cristalândia do Piauí,2203008,1976,699,0,406,1,1106,1302,0
PI,Cristino Castro,2203107,1976,2189,0,30,21,2240,2633,0
PI,Curimatá,2203206,1976,1640,0,28,77,1745,2000,0
PI,Demerval Lobão,2203305,1976,1984,1199,183,63,3429,4848,0
PI,Dom Expedito Lopes,2203404,1976,832,523,49,22,1426,1725,0
PI,Domingos Mourão,2203420,1976,535,584,22,5,1146,1360,0
PI,Elesbão Veloso,2203503,1976,4858,0,153,72,5083,5124,0
PI,Eliseu Martins,2203602,1976,1044,403,31,26,1504,1639,0
PI,Esperantina,2203701,1976,6024,1755,139,58,7976,9325,0
PI,Flores do Piauí,2203800,1976,1208,0,21,8,1237,1658,0
PI,Floriano,2203909,1976,7325,7061,157,115,14658,22047,0
PI,Francinópolis,2204006,1976,937,0,242,20,1199,1495,0
PI,Francisco Ayres,2204105,1976,958,0,301,2,1261,1478,0
PI,Francisco Santos,2204204,1976,1936,0,24,41,2001,2374,0
PI,Fronteiras,2204303,1976,3827,0,51,51,3929,4828,0
PI,Gilbués,2204402,1976,2226,0,28,55,2309,2867,0
PI,Guadalupe,2204501,1976,NA,NA,NA,NA,NA,3175,1
PI,Hugo Napoleão,2204600,1976,435,357,27,9,828,911,0
PI,Inhuma,2204709,1976,4105,0,77,82,4264,5656,0
PI,Ipiranga do Piauí,2204808,1976,1794,0,33,25,1852,2341,0
PI,Isaías Coelho,2204907,1976,1004,0,175,16,1195,1666,0
PI,Itainópolis,2205003,1976,4115,0,145,50,4310,5126,0
PI,Itaueira,2205102,1976,1728,1624,28,15,3395,4604,0
PI,Jaicós,2205201,1976,3298,3375,126,98,6897,8642,0
PI,Jerumenha,2205300,1976,2506,0,31,10,2547,2804,0
PI,Joaquim Pires,2205409,1976,2689,0,36,108,2833,3311,0
PI,José de Freitas,2205508,1976,3995,1769,445,272,6481,7539,0
PI,Landri Sales,2205607,1976,1417,0,14,10,1441,1738,0
PI,Luís Correia,2205706,1976,4829,0,111,56,4996,6027,0
PI,Luzilândia,2205805,1976,7065,0,209,166,7440,8535,0
PI,Manoel Emídio,2205904,1976,717,328,21,2,1068,1308,0
PI,Marcos Parente,2206001,1976,622,404,12,2,1040,1145,0
PI,Matias Olímpio,2206100,1976,3601,0,76,129,3806,4921,0
PI,Miguel Alves,2206209,1976,6202,0,285,87,6574,7888,0
PI,Miguel Leão,2206308,1976,244,0,13,13,270,294,0
PI,Monsenhor Gil,2206407,1976,3078,94,140,61,3373,4358,0
PI,Monsenhor Hipólito,2206506,1976,2041,0,21,55,2117,2853,0
PI,Monte Alegre do Piauí,2206605,1976,713,662,24,81,1480,2225,0
PI,Nazaré do Piauí,2206704,1976,1796,0,26,15,1837,2569,0
